# ПОРЦИЯ ru-058 — 58 из 178. Слова 11401–11600 из 35442 (русская очередь).
# Чем выше слово в списке, тем чаще оно встречается: бросить чтение можно на любой строке.
#
# ОТМЕЧАЙ ТОЛЬКО ОТКАЗЫ. Поставь x в первой колонке у слова, которому не место в клавиатуре;
# всё непомеченное считается принятым. Причину можно дописать тут же: «x имя».
#
# Когда порция дочитана — допиши что угодно после двоеточия в строке ниже и сохрани файл.
# Без этой отметки порция считается непрочитанной, и её слова в приём не пойдут.
# вычитано:
#
# Дальше на компьютере: python3 scripts/review_batches.py collect
#
# колонки: нет | слово | частота | ист | подсказка
#   нет       — «.» не значит ничего; замени на x, чтобы отказать
#   частота   — сколько раз слово встретилось в разговорных корпусах
#   ист       — T Tatoeba (лицензия чистая) · S OpenSubtitles (гранта нет) · TS оба
#   подсказка — стоит только там, где по одному виду слова не решить:
#               «с заглавной 86%» — так часто слово писалось с большой буквы не в начале
#               строки, то есть это, скорее всего, имя; дальше — пример строки или список
#               соседних слов с числом встреч
#
# Примеры в подсказках — предложения из Tatoeba (CC BY 2.0 FR, tatoeba.org). Строк из
# OpenSubtitles здесь нет: лицензии на их распространение не существует (docs/CORPUS-OS.md),
# поэтому оттуда взяты только соседние слова с их числами, а не сам текст.
нет	слово	частота	ист	подсказка
.	помещу	270	TS	
.	прощайся	270	TS	
.	невзначай	269	TS	
.	дамской	268	S	
.	неправдоподобно	268	TS	
.	ням	268	S	рядом: ням 562, да 6, сейчас 4
.	отпускаете	268	TS	
.	флаер	268	S	
.	выпиши	267	TS	
.	гордись	267	TS	
.	запрограммированы	267	TS	
.	избегаете	267	TS	
.	режьте	267	TS	
.	викторину	265	S	
.	скрижаль	265	S	
.	звините	264	S	
.	наберем	264	S	
.	надери	264	S	
.	отважная	264	TS	
.	подготовимся	264	S	
.	пом	264	S	с заглавной 79% · рядом: чжо 52, ты 15, ил 14
.	прыжку	264	S	
.	исполнишь	263	TS	
.	лысые	263	TS	
.	печальна	263	TS	
.	сдерживаю	263	TS	
.	фанатки	263	S	
.	производите	262	TS	
.	шаришь	262	TS	
.	виагра	261	TS	с заглавной 47% · рядом: есть 18, нужна 13, олестра 10
.	выкроить	261	TS	
.	клятве	261	TS	
.	надеваем	261	TS	
.	промыл	261	TS	
.	слепое	261	S	
.	надзирателем	260	TS	
.	страхам	260	TS	
.	бежевый	259	TS	
.	заманчивое	259	TS	
.	постоялый	259	TS	
.	потрясающими	259	TS	
.	швырнула	259	TS	
.	мерить	258	TS	
.	покойником	258	TS	
.	поку	258	S	
.	старшеклассник	258	TS	
.	безжалостным	257	S	
.	еилаи	257	S	
.	защищалась	257	TS	
.	попутку	257	TS	
.	причиняли	256	S	
.	пушок	256	TS	с заглавной 48% · Пушок молодых пингвинов ещё плохо их согревает.
.	паровозик	255	TS	
.	веской	254	TS	
.	самоуверен	254	TS	
.	тиски	254	TS	
.	вынула	253	TS	
.	консьержа	253	S	
.	подбросит	253	S	
.	лавкой	252	TS	
.	орешками	252	TS	
.	пирогами	252	TS	
.	птичкой	252	TS	
.	серфингом	252	TS	
.	скутере	252	TS	
.	бисквиты	251	S	
.	делишек	251	S	
.	крепка	251	TS	
.	перережет	251	S	
.	съезжай	251	TS	
.	трахали	251	S	
.	крепок	250	TS	
.	пристрелим	250	S	
.	проезжайте	250	TS	
.	сейфу	250	TS	
.	треп	250	S	
.	бросаешься	249	TS	
.	испёк	249	TS	
.	паршивым	249	S	
.	построиться	249	S	
.	пополудни	248	TS	
.	предадут	248	TS	
.	прикольное	248	S	
.	вздумали	247	S	
.	кэдди	247	S	с заглавной 43% · рядом: кэдди 40, где 9, мой 8
.	особу	247	S	
.	слетит	247	S	
.	истечь	246	TS	
.	шейный	246	TS	
.	бесконечна	245	TS	
.	вещдоки	244	TS	
.	везёшь	243	TS	
.	гарсон	243	S	с заглавной 74% · рядом: де 48, дом 24, кофе 13
.	стрекоза	243	TS	
.	стыдись	243	TS	
.	каберне	242	S	с заглавной 45% · рядом: совиньон 28, бокал 15, мерло 7
.	подразнить	242	TS	
.	спецотряд	242	TS	
.	охраняем	241	S	
.	рюмочке	241	TS	
.	динозаврами	240	S	
.	злобой	239	TS	
.	сочинила	239	TS	
.	уютнее	239	TS	
.	недёшево	238	TS	
.	отменная	238	TS	
.	прикрываем	238	S	
.	проголодаешься	238	TS	
.	женатыми	237	S	
.	зайцем	237	TS	
.	заявляешь	237	S	
.	сорвиголова	237	TS	с заглавной 35% · Том - сорвиголова.
.	тупости	237	TS	
.	поженить	236	TS	
.	солдатики	236	S	
.	помираю	235	S	
.	кровоточить	234	TS	
.	разнесла	234	TS	
.	крошечного	233	TS	
.	недостаёт	233	TS	
.	разбирайте	233	TS	
.	тупоголовый	232	TS	
.	взбесились	231	TS	
.	извиняйтесь	231	TS	
.	повстречала	231	TS	
.	вырубит	230	S	
.	отпустило	230	TS	
.	пересчитывать	230	TS	
.	аэроплан	229	TS	
.	шеренгу	229	TS	
.	заведёт	228	TS	
.	осмелишься	228	S	
.	тарелками	228	S	
.	внушение	227	TS	
.	выдры	227	TS	
.	ляпнула	227	S	
.	пчелка	227	S	
.	признаём	226	TS	
.	жуками	224	TS	
.	нищая	223	TS	
.	подлатать	223	S	
.	размазать	223	S	
.	грабим	222	S	
.	поджарим	222	S	
.	бледные	221	TS	
.	впустят	221	TS	
.	лепет	221	TS	
.	беспомощная	220	S	
.	гинекологу	220	TS	
.	коленках	220	TS	
.	нанесём	219	TS	
.	перевязку	219	S	
.	дьявольской	217	S	
.	разменять	217	TS	
.	фотографировала	216	TS	
.	выпускным	215	TS	
.	проделывать	214	TS	
.	привязаться	213	TS	
.	танцующие	213	TS	
.	аэропорте	212	TS	
.	напиваюсь	212	TS	
.	кчдеи	211	S	с заглавной 80% · рядом: лмнцн 14, х 12, мю 11
.	подпускайте	211	TS	
.	льются	209	TS	
.	хавчик	207	TS	
.	дунуть	206	TS	
.	выстоит	205	S	
.	подставу	205	S	
.	позориться	205	S	
.	подташнивает	204	TS	
.	прорвёмся	204	TS	
.	долетим	203	TS	
.	бесстрашным	200	TS	
.	предвижу	199	TS	
.	рыдаю	197	S	
.	клочке	196	TS	
.	перекусил	195	TS	
.	восставший	194	S	
.	милашку	193	S	
.	уделали	191	S	
.	свершиться	190	TS	
.	сэндвичами	190	TS	
.	приступлю	187	TS	
