# ПОРЦИЯ ru-035 — 35 из 178. Слова 6801–7000 из 35442 (русская очередь).
# Чем выше слово в списке, тем чаще оно встречается: бросить чтение можно на любой строке.
#
# ОТМЕЧАЙ ТОЛЬКО ОТКАЗЫ. Поставь x в первой колонке у слова, которому не место в клавиатуре;
# всё непомеченное считается принятым. Причину можно дописать тут же: «x имя».
#
# Когда порция дочитана — допиши что угодно после двоеточия в строке ниже и сохрани файл.
# Без этой отметки порция считается непрочитанной, и её слова в приём не пойдут.
# вычитано:
#
# Дальше на компьютере: python3 scripts/review_batches.py collect
#
# колонки: нет | слово | частота | ист | подсказка
#   нет       — «.» не значит ничего; замени на x, чтобы отказать
#   частота   — сколько раз слово встретилось в разговорных корпусах
#   ист       — T Tatoeba (лицензия чистая) · S OpenSubtitles (гранта нет) · TS оба
#   подсказка — стоит только там, где по одному виду слова не решить:
#               «с заглавной 86%» — так часто слово писалось с большой буквы не в начале
#               строки, то есть это, скорее всего, имя; дальше — пример строки или список
#               соседних слов с числом встреч
#
# Примеры в подсказках — предложения из Tatoeba (CC BY 2.0 FR, tatoeba.org). Строк из
# OpenSubtitles здесь нет: лицензии на их распространение не существует (docs/CORPUS-OS.md),
# поэтому оттуда взяты только соседние слова с их числами, а не сам текст.
нет	слово	частота	ист	подсказка
.	дезодорант	461	TS	
.	смыл	461	TS	
.	вежливой	460	TS	
.	майн	460	TS	с заглавной 68% · Го в майн?
.	детишками	458	TS	
.	прочтешь	455	TS	
.	напивался	450	TS	
.	причиндалы	450	TS	
.	останавливайтесь	449	TS	
.	послушают	449	TS	
.	ужинала	449	TS	
.	бездельничать	448	TS	
.	путаете	448	TS	
.	спустила	448	TS	
.	съезжать	447	TS	
.	улечу	446	S	
.	наклонился	445	TS	
.	погряз	442	TS	
.	помилуйте	441	TS	
.	челнок	441	TS	
.	заключенная	440	S	
.	оторвали	440	TS	
.	федералами	440	S	
.	выкарабкается	439	TS	
.	ребеночка	439	S	
.	ничтожеством	438	TS	
.	задайте	435	TS	
.	горишь	434	TS	
.	жучка	432	TS	
.	оседлать	432	TS	
.	ругаемся	432	TS	
.	лунатик	431	TS	
.	кетчупа	430	TS	
.	довольным	429	TS	
.	нелепой	429	TS	
.	миленько	428	TS	
.	выносишь	423	TS	
.	задумываюсь	422	TS	
.	болваном	421	TS	
.	задушу	420	TS	
.	портного	420	TS	
.	лжёте	418	TS	
.	убираешь	418	TS	
.	укромное	418	S	
.	подскажешь	417	TS	
.	билось	416	TS	
.	звездолет	416	S	
.	ветеринаром	415	TS	
.	исчезнем	415	TS	
.	каламбур	415	TS	
.	пикси	413	S	с заглавной 63% · рядом: поселение 15, ты 11, таунсенд 8
.	ежедневник	411	TS	
.	мальчишками	411	TS	
.	безупречен	409	TS	
.	пьяницы	409	TS	
.	нападай	408	TS	
.	нагнать	407	TS	
.	прилип	407	TS	
.	свидимся	407	TS	
.	утомлять	407	TS	
.	прыгнули	404	TS	
.	навредили	402	S	
.	притворяетесь	401	TS	
.	самоуверенный	398	TS	
.	всмятку	397	TS	
.	несём	397	TS	
.	похлопайте	395	TS	
.	присматриваешь	395	S	
.	застрели	392	TS	
.	съеду	392	TS	
.	жрица	390	TS	
.	запахло	390	TS	
.	провериться	390	S	
.	испачкал	388	TS	
.	мылся	387	TS	
.	бейсбольная	386	TS	
.	повесилась	386	TS	
.	навязываться	385	TS	
.	выполни	384	TS	
.	равиоли	384	TS	
.	скряга	383	TS	
.	волкам	382	S	
.	простим	382	TS	
.	реяцу	382	S	
.	вуаль	381	S	
.	поиграешь	380	TS	
.	спрыгнула	380	TS	
.	жилетку	378	TS	
.	чероки	378	S	с заглавной 61% · рядом: джип 25, племени 16, гранд 15
.	универмаге	377	TS	
.	устраивайтесь	375	TS	
.	драгоценную	374	TS	
.	чрева	374	TS	
.	взглянешь	373	TS	
.	кредиток	371	S	
.	ненормальным	370	TS	
.	поджигатель	370	TS	
.	тачкой	370	TS	
.	подстроить	369	TS	
.	шаббат	369	TS	с заглавной 56% · Я соблюдаю шаббат.
.	карнавале	368	TS	
.	бейсбольную	367	TS	
.	мучай	367	TS	
.	сворачивай	367	TS	
.	удивляешь	367	TS	
.	отцовские	365	TS	
.	выть	364	TS	
.	помощницу	362	TS	
.	подобающе	361	TS	
.	сломанным	359	TS	
.	лепешку	358	TS	
.	замени	356	TS	
.	мрпсю	355	S	
.	обаяния	355	TS	
.	насрал	354	TS	
.	произносите	353	TS	
.	вырвется	352	TS	
