# ПОРЦИЯ ru-088 — 88 из 178. Слова 17401–17600 из 35442 (русская очередь).
# Чем выше слово в списке, тем чаще оно встречается: бросить чтение можно на любой строке.
#
# ОТМЕЧАЙ ТОЛЬКО ОТКАЗЫ. Поставь x в первой колонке у слова, которому не место в клавиатуре;
# всё непомеченное считается принятым. Причину можно дописать тут же: «x имя».
#
# Когда порция дочитана — допиши что угодно после двоеточия в строке ниже и сохрани файл.
# Без этой отметки порция считается непрочитанной, и её слова в приём не пойдут.
# вычитано:
#
# Дальше на компьютере: python3 scripts/review_batches.py collect
#
# колонки: нет | слово | частота | ист | подсказка
#   нет       — «.» не значит ничего; замени на x, чтобы отказать
#   частота   — сколько раз слово встретилось в разговорных корпусах
#   ист       — T Tatoeba (лицензия чистая) · S OpenSubtitles (гранта нет) · TS оба
#   подсказка — стоит только там, где по одному виду слова не решить:
#               «с заглавной 86%» — так часто слово писалось с большой буквы не в начале
#               строки, то есть это, скорее всего, имя; дальше — пример строки или список
#               соседних слов с числом встреч
#
# Примеры в подсказках — предложения из Tatoeba (CC BY 2.0 FR, tatoeba.org). Строк из
# OpenSubtitles здесь нет: лицензии на их распространение не существует (docs/CORPUS-OS.md),
# поэтому оттуда взяты только соседние слова с их числами, а не сам текст.
нет	слово	частота	ист	подсказка
.	пересеку	121	S	
.	позовёте	121	TS	
.	свеженький	120	S	
.	глотают	117	TS	
.	маргарит	117	S	с заглавной 55% · рядом: пару 7, много 7, несколько 7
.	смочить	116	TS	
.	стюардессу	116	S	
.	пинков	114	S	
.	спекуляция	112	S	
.	ледоруб	111	S	
.	липким	111	TS	
.	лэей	110	S	
.	отвернётся	110	TS	
.	вуалью	109	TS	
.	предвзят	108	TS	
.	каратист	106	TS	
.	ресторанном	106	TS	
.	сажал	352	TS	
.	сира	349	TS	
.	буржуа	343	S	
.	помучить	332	S	
.	похищений	329	TS	
.	поправитесь	326	TS	
.	разворачивай	311	TS	
.	двинем	301	S	
.	зловеще	299	TS	
.	тренируйся	298	TS	
.	размечтался	296	TS	
.	жертвуют	293	TS	
.	соболя	292	TS	с заглавной 78% · Я видел соболя.
.	испуганным	291	TS	
.	опергруппа	289	TS	
.	возбуждён	287	TS	
.	толстовке	287	S	
.	порежь	284	TS	
.	взволнованным	281	TS	
.	смирится	281	TS	
.	бляха	279	TS	
.	дорожишь	279	TS	
.	кешью	279	TS	
.	уродами	279	TS	
.	получатся	278	S	
.	отвернусь	276	TS	
.	побеспокоили	276	TS	
.	малолетка	275	TS	
.	толику	275	TS	
.	выдохни	274	TS	
.	косит	274	TS	
.	молчанку	274	TS	
.	рыбачил	274	TS	
.	милей	273	TS	
.	допивай	272	TS	
.	натуралов	272	TS	
.	вещицы	270	TS	
.	сломит	270	TS	
.	лечишь	269	S	
.	мыслите	268	TS	
.	солдатиков	268	TS	
.	изображай	267	TS	
.	посмею	267	S	
.	заруби	266	TS	
.	отвязаться	266	TS	
.	грабителем	265	TS	
.	ягуара	265	TS	с заглавной 53% · Я убил ягуара.
.	раскрываю	264	S	
.	тележкой	263	TS	
.	шурина	263	TS	
.	мастики	262	S	
.	бхфьт	261	S	
.	завертелось	261	TS	
.	гостевая	260	S	
.	мефь	260	S	
.	пробудила	260	TS	
.	стажера	260	S	
.	шлангом	260	TS	
.	задерживайтесь	259	TS	
.	уродливых	259	TS	
.	намекала	258	TS	
.	тупорылый	258	TS	
.	лаву	256	TS	
.	обзывали	256	TS	
.	ослепил	256	TS	
.	поклонись	256	TS	
.	расовые	256	TS	
.	увезите	256	TS	
.	восхитительным	255	TS	
.	замочную	255	TS	
.	шпионили	255	TS	
.	индиец	254	TS	
.	крылышко	254	TS	
.	преследовало	254	TS	
.	раскрылась	254	S	
.	смастерил	254	TS	
.	выписывал	253	TS	
.	иголочки	253	TS	
.	ема	252	TS	Ема здесь народу!
.	неблагодарные	252	TS	
.	невредимы	252	TS	
.	отлив	252	TS	
.	отыщет	252	TS	
.	пробегал	252	TS	
.	сбросьте	252	TS	
.	цапля	252	TS	
.	поведусь	251	TS	
.	подвластно	251	TS	
.	сравниваю	251	TS	
.	фьуп	251	S	
.	пересечем	250	S	
.	четче	250	S	
.	спасители	249	S	
.	выглянул	247	TS	
.	запирается	247	TS	
.	отыметь	247	S	
.	покатать	247	TS	
.	сверхурочных	247	S	
.	десница	246	S	с заглавной 46% · рядом: короля 175, божья 52, милорд 34
.	дитё	246	S	
.	напою	246	TS	
.	онемела	246	TS	
.	опньс	246	S	с заглавной 80% · рядом: бюя 61, реаъ 54, ъ 45
.	бабочками	245	TS	
.	вспоминаете	245	TS	
