# ПОРЦИЯ ru-088 — 88 из 178. Слова 17401–17600 из 35442 (русская очередь).
# Чем выше слово в списке, тем чаще оно встречается: бросить чтение можно на любой строке.
#
# ОТМЕЧАЙ ТОЛЬКО ОТКАЗЫ. Поставь x в первой колонке у слова, которому не место в клавиатуре;
# всё непомеченное считается принятым. Причину можно дописать тут же: «x имя».
#
# Когда порция дочитана — допиши что угодно после двоеточия в строке ниже и сохрани файл.
# Без этой отметки порция считается непрочитанной, и её слова в приём не пойдут.
# вычитано:
#
# Дальше на компьютере: python3 scripts/review_batches.py collect
#
# колонки: нет | слово | частота | ист | подсказка
#   нет       — «.» не значит ничего; замени на x, чтобы отказать
#   частота   — сколько раз слово встретилось в разговорных корпусах
#   ист       — T Tatoeba (лицензия чистая) · S OpenSubtitles (гранта нет) · TS оба
#   подсказка — стоит только там, где по одному виду слова не решить:
#               «с заглавной 86%» — так часто слово писалось с большой буквы не в начале
#               строки, то есть это, скорее всего, имя; дальше — пример строки или список
#               соседних слов с числом встреч
#
# Примеры в подсказках — предложения из Tatoeba (CC BY 2.0 FR, tatoeba.org). Строк из
# OpenSubtitles здесь нет: лицензии на их распространение не существует (docs/CORPUS-OS.md),
# поэтому оттуда взяты только соседние слова с их числами, а не сам текст.
нет	слово	частота	ист	подсказка
.	понадобимся	245	TS	
.	пригожусь	245	TS	
.	атакуйте	244	TS	
.	дерьмовых	243	S	
.	жертвуешь	243	TS	
.	лютик	243	S	с заглавной 65% · рядом: мой 14, сиротка 8, маленький 7
.	отвернутся	243	TS	
.	прожектора	243	TS	
.	фокусником	243	TS	
.	дотянуть	242	TS	
.	папиных	242	S	
.	саванне	242	TS	с заглавной 53% · Тигры живут в джунглях, львы в саванне.
.	истечёт	241	TS	
.	приберу	241	TS	
.	антихрист	240	TS	с заглавной 50% · рядом: этот 10, ты 10, родится 7
.	педика	240	S	
.	тетку	240	S	
.	погорячее	239	TS	
.	удостоверься	239	TS	
.	упоминайте	239	TS	
.	отговорку	238	TS	
.	прощальной	238	TS	
.	спустишь	238	TS	
.	сёрфинга	238	TS	
.	читос	238	S	с заглавной 80% · рядом: острые 15, хот 14, хочешь 9
.	засмеялась	237	TS	
.	крылышками	237	TS	
.	ничтожны	237	TS	
.	разрежем	237	TS	
.	снисходительны	237	TS	
.	спета	237	TS	
.	шарфик	237	TS	
.	вытаскиваем	236	S	
.	перевернуться	236	TS	
.	храпишь	236	TS	
.	альбатрос	235	TS	с заглавной 60% · Эта птица - альбатрос.
.	волоска	235	TS	
.	пожестче	235	S	
.	пощечина	235	S	
.	приодеться	235	S	
.	сбросят	235	S	
.	вешалку	234	TS	
.	долбаном	234	S	
.	нюхаешь	234	TS	
.	повязаны	234	S	
.	рискнет	234	S	
.	страшит	234	TS	
.	тощую	234	S	
.	дракону	233	TS	
.	исправляю	233	TS	
.	трепетать	233	TS	
.	верена	232	S	с заглавной 72% · рядом: вы 7, привет 7, ты 7
.	дружке	232	TS	
.	могучих	232	TS	
.	мокром	232	TS	
.	поминай	232	TS	
.	тоске	232	TS	
.	грудей	231	TS	
.	похожу	231	S	
.	просыпаясь	231	TS	
.	стукнула	231	TS	
.	уродиной	231	TS	
.	врежется	230	S	
.	колокольчиков	230	TS	
.	описываете	230	TS	
.	стражник	230	S	
.	хранительница	230	TS	
.	виноватыми	229	TS	
.	клонировать	229	TS	
.	минор	229	S	
.	обвели	229	TS	
.	сломало	229	S	
.	внушила	228	S	
.	господине	228	TS	
.	нахалка	228	S	
.	ничерта	228	S	
.	нотаций	228	TS	
.	обжечься	228	TS	
