# ПОРЦИЯ ru-008 — 8 из 178. Слова 1401–1600 из 35442 (русская очередь).
# Чем выше слово в списке, тем чаще оно встречается: бросить чтение можно на любой строке.
#
# ОТМЕЧАЙ ТОЛЬКО ОТКАЗЫ. Поставь x в первой колонке у слова, которому не место в клавиатуре;
# всё непомеченное считается принятым. Причину можно дописать тут же: «x имя».
#
# Когда порция дочитана — допиши что угодно после двоеточия в строке ниже и сохрани файл.
# Без этой отметки порция считается непрочитанной, и её слова в приём не пойдут.
# вычитано:
#
# Дальше на компьютере: python3 scripts/review_batches.py collect
#
# колонки: нет | слово | частота | ист | подсказка
#   нет       — «.» не значит ничего; замени на x, чтобы отказать
#   частота   — сколько раз слово встретилось в разговорных корпусах
#   ист       — T Tatoeba (лицензия чистая) · S OpenSubtitles (гранта нет) · TS оба
#   подсказка — стоит только там, где по одному виду слова не решить:
#               «с заглавной 86%» — так часто слово писалось с большой буквы не в начале
#               строки, то есть это, скорее всего, имя; дальше — пример строки или список
#               соседних слов с числом встреч
#
# Примеры в подсказках — предложения из Tatoeba (CC BY 2.0 FR, tatoeba.org). Строк из
# OpenSubtitles здесь нет: лицензии на их распространение не существует (docs/CORPUS-OS.md),
# поэтому оттуда взяты только соседние слова с их числами, а не сам текст.
нет	слово	частота	ист	подсказка
.	бюя	1237	S	с заглавной 77% · рядом: дкъ 101, ъ 78, еярэ 73
.	выдумала	1210	TS	
.	позаботятся	1208	TS	
.	рожа	1184	TS	
.	услышь	1077	TS	
.	вызывай	1520	TS	
.	ошибалась	1503	TS	
.	спокойна	1497	TS	
.	закрывай	1453	TS	
.	встаю	1383	TS	
.	приближаемся	1360	TS	
.	побегушках	1304	TS	
.	мамуля	1279	S	
.	мерзкие	1258	TS	
.	научись	1241	TS	
.	лгунья	1238	TS	
.	пристрелил	1222	TS	
.	безумец	1179	TS	
.	засуну	1154	S	
.	засадить	1078	TS	
.	квиты	1058	TS	
.	одурачить	1045	TS	
.	подниму	1563	TS	
.	катись	1343	TS	
.	голодны	1329	TS	
.	прояви	1315	TS	
.	достанешь	1277	TS	
.	телеку	1275	TS	
.	поплавать	1266	TS	
.	отойду	1259	TS	
.	остаёшься	1245	TS	
.	снился	1244	TS	
.	милого	1239	TS	
.	обойдемся	1150	TS	
.	кореш	1148	TS	
.	поднимись	1084	TS	
.	люби	1546	TS	
.	прячешь	1535	TS	
.	клево	1379	S	
.	выключите	1378	TS	
.	предложу	1368	TS	
.	надейся	1325	TS	
.	помогай	1317	TS	
.	наркоты	1315	TS	
.	водишь	1314	TS	
.	облажалась	1307	TS	
.	неправа	1301	TS	
.	жалкой	1275	TS	
.	сердиться	1235	TS	
.	показываешь	1208	TS	
.	бедную	1186	TS	
.	поспи	1159	TS	
.	почувствуй	1147	TS	
.	орешек	1141	TS	
.	возьмёте	1076	TS	
.	вылитый	1062	TS	
.	присядьте	1408	TS	
.	бинго	1369	TS	с заглавной 36% · Он играет в бинго.
.	везу	1369	TS	
.	исправим	1362	TS	
.	невинного	1350	TS	
.	встретишься	1314	TS	
.	помягче	1290	TS	
.	изменю	1268	TS	
.	научи	1215	TS	
.	шнурки	1201	TS	
.	разрешу	1194	TS	
.	текилы	1181	TS	
.	поднимайтесь	1152	TS	
.	гожусь	1105	TS	
.	съездим	1535	TS	
.	доставлю	1392	TS	
.	разговаривай	1374	TS	
.	уронила	1359	TS	
.	прочту	1271	TS	
.	водички	1255	TS	
