# ПОРЦИЯ ru-008 — 8 из 178. Слова 1401–1600 из 35442 (русская очередь).
# Чем выше слово в списке, тем чаще оно встречается: бросить чтение можно на любой строке.
#
# ОТМЕЧАЙ ТОЛЬКО ОТКАЗЫ. Поставь x в первой колонке у слова, которому не место в клавиатуре;
# всё непомеченное считается принятым. Причину можно дописать тут же: «x имя».
#
# Когда порция дочитана — допиши что угодно после двоеточия в строке ниже и сохрани файл.
# Без этой отметки порция считается непрочитанной, и её слова в приём не пойдут.
# вычитано:
#
# Дальше на компьютере: python3 scripts/review_batches.py collect
#
# колонки: нет | слово | частота | ист | подсказка
#   нет       — «.» не значит ничего; замени на x, чтобы отказать
#   частота   — сколько раз слово встретилось в разговорных корпусах
#   ист       — T Tatoeba (лицензия чистая) · S OpenSubtitles (гранта нет) · TS оба
#   подсказка — стоит только там, где по одному виду слова не решить:
#               «с заглавной 86%» — так часто слово писалось с большой буквы не в начале
#               строки, то есть это, скорее всего, имя; дальше — пример строки или список
#               соседних слов с числом встреч
#
# Примеры в подсказках — предложения из Tatoeba (CC BY 2.0 FR, tatoeba.org). Строк из
# OpenSubtitles здесь нет: лицензии на их распространение не существует (docs/CORPUS-OS.md),
# поэтому оттуда взяты только соседние слова с их числами, а не сам текст.
нет	слово	частота	ист	подсказка
.	хватайте	1236	TS	
.	презерватив	1226	TS	
.	погибнем	1183	TS	
.	согласись	1181	TS	
.	летите	1175	TS	
.	паренёк	1129	TS	
.	уставился	1117	TS	
.	свалим	1109	TS	
.	психушку	1067	TS	
.	милую	1536	TS	
.	совать	1380	TS	
.	теряй	1273	TS	
.	изменишь	1261	TS	
.	прилечь	1247	TS	
.	держишься	1242	TS	
.	кольт	1241	S	с заглавной 71% · рядом: привет 67, сэмюэль 40, беннетт 34
.	уборную	1230	TS	
.	тронул	1222	TS	
.	создаю	1170	TS	
.	чутье	1158	S	
.	арестую	1152	TS	
.	обращаешься	1138	TS	
.	сраная	1137	S	
.	какашки	1104	TS	
.	посадим	1380	TS	
.	прикажете	1350	TS	
.	съезжу	1286	TS	
.	сонбэ	1283	S	
.	приложу	1265	TS	
.	божечки	1244	TS	
.	любезен	1224	TS	
.	груб	1200	TS	
.	невиновна	1186	TS	
.	тратите	1162	TS	
.	свысока	1152	TS	
.	подстава	1136	TS	
.	жеребец	1134	TS	
.	сердится	1121	TS	
.	нянька	1115	TS	
.	малышкой	1087	S	
.	спустится	991	TS	
.	госпожу	1432	TS	
.	общаешься	1342	TS	
.	страдаешь	1309	TS	
.	солгали	1295	TS	
.	тетю	1294	TS	
.	девку	1259	S	
.	завидуешь	1245	TS	
.	упрямая	1240	TS	
.	привези	1214	TS	
.	беспокою	1173	TS	
.	проходишь	1172	TS	
.	спущу	1163	TS	
.	слюни	1145	TS	
.	поверните	1116	TS	
.	попка	1077	TS	
.	мет	1044	S	рядом: гала 36, варили 28, мой 24
.	мертвец	1330	TS	
.	отдадите	1302	TS	
.	устраиваю	1288	TS	
.	ударю	1274	TS	
.	зацепок	1244	TS	
.	выпущу	1236	TS	
.	подведу	1209	TS	
.	втягивать	1204	TS	
.	отказываетесь	1194	TS	
.	зацепку	1182	S	
.	спустись	1149	TS	
.	прикажешь	1143	TS	
.	стояк	1098	TS	
.	успокоюсь	1092	TS	
.	послушает	1085	TS	
.	становись	1042	TS	
.	впусти	1275	TS	
.	уволю	1199	TS	
.	чудак	1190	TS	
.	подставила	1189	TS	
.	лгали	1183	TS	
.	шути	1153	TS	
.	сосать	1138	S	
.	обезьянка	1111	TS	
.	торопишься	1105	TS	
.	миленькая	1093	TS	
.	прелестная	1073	TS	
.	фзт	1029	S	рядом: кбй 42, нб 40, мбжя 32
.	выключатель	974	TS	
.	лжешь	1404	TS	
.	закажи	1344	TS	
.	вздор	1321	TS	
.	выясните	1311	TS	
.	гоняться	1292	TS	
.	познакомимся	1237	TS	
.	подвезу	1223	TS	
.	перезвонил	1209	TS	
.	доложу	1187	TS	
.	поудобнее	1174	TS	
.	лез	1155	TS	Я из кожи вон лез.
.	займешься	1151	TS	
.	пьете	1151	TS	
.	убегай	1149	TS	
.	арестуйте	1139	TS	
.	болтовни	1099	TS	
.	собачье	1084	TS	
.	винишь	1082	TS	
.	фотка	1075	TS	
.	танцуем	1071	TS	
.	индейка	1053	TS	
.	дотронуться	904	TS	
.	умрёте	1268	TS	
.	учишь	1233	TS	
.	заставляйте	1220	TS	
.	тосты	1178	TS	
.	продай	1157	TS	
.	выполню	1136	TS	
.	избегаешь	1128	TS	
.	врезал	1113	TS	
.	защити	1098	TS	
.	стреляешь	1054	TS	
.	узнаёшь	1338	TS	
.	ругались	1335	TS	
.	тусить	1289	TS	
.	притворялась	1223	TS	
.	выслушайте	1213	TS	
.	привидения	1158	TS	
