# ПОРЦИЯ ru-003 — 3 из 178. Слова 401–600 из 35442 (русская очередь).
# Чем выше слово в списке, тем чаще оно встречается: бросить чтение можно на любой строке.
#
# ОТМЕЧАЙ ТОЛЬКО ОТКАЗЫ. Поставь x в первой колонке у слова, которому не место в клавиатуре;
# всё непомеченное считается принятым. Причину можно дописать тут же: «x имя».
#
# Когда порция дочитана — допиши что угодно после двоеточия в строке ниже и сохрани файл.
# Без этой отметки порция считается непрочитанной, и её слова в приём не пойдут.
# вычитано:
#
# Дальше на компьютере: python3 scripts/review_batches.py collect
#
# колонки: нет | слово | частота | ист | подсказка
#   нет       — «.» не значит ничего; замени на x, чтобы отказать
#   частота   — сколько раз слово встретилось в разговорных корпусах
#   ист       — T Tatoeba (лицензия чистая) · S OpenSubtitles (гранта нет) · TS оба
#   подсказка — стоит только там, где по одному виду слова не решить:
#               «с заглавной 86%» — так часто слово писалось с большой буквы не в начале
#               строки, то есть это, скорее всего, имя; дальше — пример строки или список
#               соседних слов с числом встреч
#
# Примеры в подсказках — предложения из Tatoeba (CC BY 2.0 FR, tatoeba.org). Строк из
# OpenSubtitles здесь нет: лицензии на их распространение не существует (docs/CORPUS-OS.md),
# поэтому оттуда взяты только соседние слова с их числами, а не сам текст.
нет	слово	частота	ист	подсказка
.	эээ	2896	TS	рядом: ну 201, да 155, нет 137
.	поедете	2670	TS	
.	собери	2794	TS	
.	умница	2609	TS	
.	доберемся	2458	TS	
.	заплатишь	3227	TS	
.	сядем	3203	TS	
.	напугана	2832	TS	
.	сучки	2769	S	
.	убирайтесь	2905	TS	
.	подходи	2742	TS	
.	выберемся	2647	TS	
.	поймаю	2918	TS	
.	сочувствую	2872	TS	
.	сядьте	2557	TS	
.	опоздала	3201	TS	
.	проверяю	2761	TS	
.	сядешь	2671	TS	
.	поищем	2634	TS	
.	летим	2964	TS	
.	становлюсь	2959	TS	
.	докажу	2865	TS	
.	любезны	2672	TS	
.	отнеси	2845	TS	
.	чёртова	2690	TS	
.	отвези	2837	TS	
.	кричи	2379	TS	
.	ненавидела	3030	TS	
.	беспокоишься	2860	TS	
.	спросим	2409	TS	
.	выпивка	2663	TS	
.	угадаю	2592	TS	
.	сестренка	2453	TS	
.	уйдёшь	2777	TS	
.	входите	2582	TS	
.	подонок	2748	TS	
.	пойдёмте	2920	TS	
.	дурь	2747	TS	
.	покончим	2528	TS	
.	ждёшь	2894	TS	
.	мпх	2636	S	рядом: иеэ 221, нб 158, фп 102
.	уезжаем	2984	TS	
.	послушаем	2817	TS	
.	нуждаюсь	2614	TS	
