# ПОРЦИЯ ru-148 — 148 из 178. Слова 29401–29600 из 35442 (русская очередь).
# Чем выше слово в списке, тем чаще оно встречается: бросить чтение можно на любой строке.
#
# ОТМЕЧАЙ ТОЛЬКО ОТКАЗЫ. Поставь x в первой колонке у слова, которому не место в клавиатуре;
# всё непомеченное считается принятым. Причину можно дописать тут же: «x имя».
#
# Когда порция дочитана — допиши что угодно после двоеточия в строке ниже и сохрани файл.
# Без этой отметки порция считается непрочитанной, и её слова в приём не пойдут.
# вычитано:
#
# Дальше на компьютере: python3 scripts/review_batches.py collect
#
# колонки: нет | слово | частота | ист | подсказка
#   нет       — «.» не значит ничего; замени на x, чтобы отказать
#   частота   — сколько раз слово встретилось в разговорных корпусах
#   ист       — T Tatoeba (лицензия чистая) · S OpenSubtitles (гранта нет) · TS оба
#   подсказка — стоит только там, где по одному виду слова не решить:
#               «с заглавной 86%» — так часто слово писалось с большой буквы не в начале
#               строки, то есть это, скорее всего, имя; дальше — пример строки или список
#               соседних слов с числом встреч
#
# Примеры в подсказках — предложения из Tatoeba (CC BY 2.0 FR, tatoeba.org). Строк из
# OpenSubtitles здесь нет: лицензии на их распространение не существует (docs/CORPUS-OS.md),
# поэтому оттуда взяты только соседние слова с их числами, а не сам текст.
нет	слово	частота	ист	подсказка
.	грабите	137	S	
.	данов	137	S	
.	доводится	137	S	
.	зорд	137	S	с заглавной 72% · рядом: энкило 16, птера 15, скоростной 12
.	кусочке	137	TS	
.	массажиста	137	TS	
.	мигалку	137	TS	
.	многоуважаемый	137	TS	
.	мчимся	137	S	
.	напьешься	137	S	
.	обезжиренное	137	S	
.	обрывок	137	TS	
.	румба	137	S	
.	утопит	137	S	
.	хрупкую	137	TS	
.	вазой	136	S	
.	вога	136	S	с заглавной 39% · рядом: элементов 26, ради 10, элементы 8
.	дерёмся	136	TS	
.	догадку	136	S	
.	дои	136	TS	с заглавной 73% · Сколько козла ни дои, молока не будет.
.	естественна	136	TS	
.	любуешься	136	S	
.	менопаузы	136	S	
.	наследил	136	S	
.	ограбит	136	S	
.	опуститесь	136	TS	
.	отморозка	136	S	
.	переметнуться	136	S	
.	песика	136	S	
.	посоха	136	S	
.	прощена	136	TS	
.	раскололи	136	S	
.	сиськам	136	S	
.	скучном	136	S	
.	соответствую	136	S	
.	сраными	136	TS	
.	факсы	136	S	
.	беспечен	135	TS	
.	выгоняете	135	TS	
.	драматичный	135	S	
.	зажала	135	TS	
.	монокль	135	TS	
.	некрасивой	135	TS	
.	необыкновенным	135	TS	
.	неровные	135	S	
.	пастве	135	TS	
.	потаскухой	135	S	
.	прибила	135	S	
.	припрятала	135	S	
.	простолюдины	135	TS	
.	раскрылось	135	TS	
.	сандалиях	135	TS	
.	темнокожая	135	TS	
.	трэк	135	S	
.	упомнишь	135	TS	
.	устройся	135	TS	
.	чащу	135	TS	
.	чувственные	135	TS	
.	безвредный	134	S	
.	ведал	134	TS	
.	ливров	134	S	
.	ментовку	134	TS	
.	надгробную	134	S	
.	ненужная	134	TS	
.	непруха	134	TS	
.	отрабатывал	134	S	
.	разогревать	134	TS	
.	разочаровывают	134	TS	
.	статный	134	TS	
.	эротики	134	S	
.	эсэмэску	134	TS	
.	вломится	133	TS	
.	вскружить	133	TS	
.	выглядить	133	S	
.	выеденного	133	TS	
.	высоковато	133	TS	
.	гипоксия	133	TS	
.	зажил	133	TS	
.	комедийное	133	TS	
.	корпоративе	133	TS	
.	котеночек	133	S	
.	мимозы	133	TS	
.	оговорить	133	TS	
.	одолжим	133	TS	
.	отгоняет	133	TS	
.	подгорел	133	TS	
.	попридержите	133	TS	
.	трахнемся	133	S	
.	автра	132	S	
.	баловались	132	TS	
.	вафлю	132	TS	
.	вздохнули	132	TS	
.	заботлив	132	TS	
.	задерживаемся	132	TS	
.	заложникам	132	S	
.	зрачок	132	TS	
.	комете	132	TS	
.	конями	132	TS	
.	лодыжек	132	TS	
.	медиумов	132	S	
.	мокасины	132	TS	
.	пожмём	132	TS	
.	поломался	132	TS	
.	потерявшийся	132	TS	
.	скальпы	132	TS	
.	слетал	132	TS	
.	такс	132	S	с заглавной 47% · рядом: мистер 13, вокс 9, парад 8
.	топайте	132	S	
.	тотемы	132	S	
.	укроемся	132	TS	
.	усталых	132	S	
.	чудиком	132	S	
.	ангельским	131	TS	
.	беремся	131	S	
.	венерические	131	TS	
.	виноградника	131	S	
.	вымотана	131	TS	
.	дырах	131	TS	
.	крутейшая	131	TS	
.	напарнике	131	S	
.	нерожденного	131	S	
.	орально	131	S	
.	осуществимо	131	TS	
.	подыграю	131	S	
.	присмотрелся	131	TS	
.	сияющим	131	TS	
.	траулер	131	S	
.	увлажнитель	131	TS	
.	утешала	131	TS	
.	бивни	130	TS	
.	выздоравливайте	130	TS	
.	грабила	130	TS	
.	джоулей	130	S	
.	занятное	130	S	
.	кокосовые	130	TS	
.	леща	130	TS	
.	мерзнут	130	TS	
.	мускулистые	130	TS	
.	осьминогом	130	S	
.	отлива	130	TS	
.	питбуля	130	TS	
.	плёвое	130	TS	
.	поновее	130	TS	
.	ресивер	130	S	
.	турагентство	130	TS	
.	убогую	130	S	
.	утопим	130	S	
.	фанера	130	TS	
.	фрейлейн	130	S	
