# ПОРЦИЯ ru-148 — 148 из 178. Слова 29401–29600 из 35442 (русская очередь).
# Чем выше слово в списке, тем чаще оно встречается: бросить чтение можно на любой строке.
#
# ОТМЕЧАЙ ТОЛЬКО ОТКАЗЫ. Поставь x в первой колонке у слова, которому не место в клавиатуре;
# всё непомеченное считается принятым. Причину можно дописать тут же: «x имя».
#
# Когда порция дочитана — допиши что угодно после двоеточия в строке ниже и сохрани файл.
# Без этой отметки порция считается непрочитанной, и её слова в приём не пойдут.
# вычитано:
#
# Дальше на компьютере: python3 scripts/review_batches.py collect
#
# колонки: нет | слово | частота | ист | подсказка
#   нет       — «.» не значит ничего; замени на x, чтобы отказать
#   частота   — сколько раз слово встретилось в разговорных корпусах
#   ист       — T Tatoeba (лицензия чистая) · S OpenSubtitles (гранта нет) · TS оба
#   подсказка — стоит только там, где по одному виду слова не решить:
#               «с заглавной 86%» — так часто слово писалось с большой буквы не в начале
#               строки, то есть это, скорее всего, имя; дальше — пример строки или список
#               соседних слов с числом встреч
#
# Примеры в подсказках — предложения из Tatoeba (CC BY 2.0 FR, tatoeba.org). Строк из
# OpenSubtitles здесь нет: лицензии на их распространение не существует (docs/CORPUS-OS.md),
# поэтому оттуда взяты только соседние слова с их числами, а не сам текст.
нет	слово	частота	ист	подсказка
.	свежи	140	TS	
.	староваты	140	S	
.	томатного	140	TS	
.	уселись	140	TS	
.	автоответчика	139	TS	
.	аутг	139	S	
.	бездельника	139	TS	
.	благороднее	139	S	
.	жаришь	139	TS	
.	женах	139	S	
.	задействуй	139	S	
.	заложит	139	TS	
.	замышляли	139	S	
.	запрём	139	S	
.	затекли	139	TS	
.	захлопнула	139	TS	
.	кушетка	139	S	
.	наведаюсь	139	S	
.	насадить	139	S	
.	обнадёживает	139	TS	
.	поранились	139	TS	
.	прокололи	139	TS	
.	регенерировать	139	S	
.	слег	139	TS	
.	соврёшь	139	TS	
.	усыплять	139	S	
.	фальши	139	TS	
.	чернота	139	TS	
.	яичницей	139	TS	
.	бардаком	138	S	
.	бесстрашного	138	TS	
.	волшебницы	138	S	
.	выгуливает	138	TS	
.	запела	138	TS	
.	запираешь	138	S	
.	заржавеет	138	TS	
.	заткнула	138	TS	
.	корешами	138	S	
.	куй	138	TS	с заглавной 65% · Куй железо пока горячо.
.	медведе	138	S	
.	отверткой	138	S	
.	перебарщиваешь	138	TS	
.	подогнали	138	S	
.	подоспел	138	TS	
.	раненой	138	TS	
.	расписываться	138	TS	
.	сосуде	138	S	
.	аморальный	137	TS	
.	болотом	137	TS	
.	взломы	137	S	
.	выродка	137	S	
