# ПОРЦИЯ ru-006 — 6 из 178. Слова 1001–1200 из 35442 (русская очередь).
# Чем выше слово в списке, тем чаще оно встречается: бросить чтение можно на любой строке.
#
# ОТМЕЧАЙ ТОЛЬКО ОТКАЗЫ. Поставь x в первой колонке у слова, которому не место в клавиатуре;
# всё непомеченное считается принятым. Причину можно дописать тут же: «x имя».
#
# Когда порция дочитана — допиши что угодно после двоеточия в строке ниже и сохрани файл.
# Без этой отметки порция считается непрочитанной, и её слова в приём не пойдут.
# вычитано:
#
# Дальше на компьютере: python3 scripts/review_batches.py collect
#
# колонки: нет | слово | частота | ист | подсказка
#   нет       — «.» не значит ничего; замени на x, чтобы отказать
#   частота   — сколько раз слово встретилось в разговорных корпусах
#   ист       — T Tatoeba (лицензия чистая) · S OpenSubtitles (гранта нет) · TS оба
#   подсказка — стоит только там, где по одному виду слова не решить:
#               «с заглавной 86%» — так часто слово писалось с большой буквы не в начале
#               строки, то есть это, скорее всего, имя; дальше — пример строки или список
#               соседних слов с числом встреч
#
# Примеры в подсказках — предложения из Tatoeba (CC BY 2.0 FR, tatoeba.org). Строк из
# OpenSubtitles здесь нет: лицензии на их распространение не существует (docs/CORPUS-OS.md),
# поэтому оттуда взяты только соседние слова с их числами, а не сам текст.
нет	слово	частота	ист	подсказка
.	заскочить	1593	TS	
.	приглядывать	1484	TS	
.	паршиво	1817	TS	
.	выпусти	1776	TS	
.	занимайся	1770	TS	
.	перейдём	1760	TS	
.	соберите	1688	TS	
.	тронешь	1682	TS	
.	дави	1530	TS	
.	взгляну	1502	TS	
.	глупец	1696	TS	
.	пожелаете	1682	TS	
.	поприветствуйте	1670	TS	
.	заткнитесь	1664	TS	
.	всемогущий	1621	TS	с заглавной 36% · Человек не настолько всемогущий, как Бог.
.	гордилась	1526	TS	
.	голубчик	1524	TS	
.	вожу	1456	TS	
.	полечу	1416	TS	
.	спрячь	1799	TS	
.	следишь	1736	TS	
.	опоздаешь	1729	TS	
.	ничтожество	1678	TS	
.	выкладывай	1671	TS	
.	взводе	1636	TS	
.	налью	1635	TS	
.	остановлюсь	1633	TS	
.	интрижка	1628	TS	
.	денёк	1570	TS	
.	поймает	1541	TS	
.	догадалась	1516	TS	
.	валяй	1499	TS	
.	ненавидите	1403	TS	
.	бегаешь	1351	TS	
.	окажусь	1776	TS	
.	забей	1757	TS	
.	отпустишь	1695	TS	
.	мамочке	1677	TS	
.	злился	1667	TS	
.	выясни	1654	TS	
.	виноватой	1535	TS	
.	интересуюсь	1463	TS	
.	откажешься	1697	TS	
.	нмх	1681	S	с заглавной 77% · рядом: врн 196, ме 143, бяе 55
.	поступаю	1657	TS	
.	лезешь	1616	TS	
.	сойду	1611	TS	
.	вонючий	1560	TS	
.	сломаю	1528	TS	
.	наперекосяк	1481	TS	
.	проголодался	1466	TS	
.	подпиши	1413	TS	
.	получай	1382	TS	
.	попытаешься	1663	TS	
.	беспокоилась	1634	TS	
.	деточка	1404	TS	
.	ть	1352	S	рядом: где 44, делаешь 32, знаешь 26
.	помер	1688	TS	
.	полюбит	1685	TS	
.	поживаешь	1670	TS	
.	тетушка	1669	TS	
.	трачу	1612	TS	
.	собачья	1604	TS	
.	приедете	1546	TS	
.	полагаете	1541	TS	
.	убивай	1524	TS	
.	двигай	1503	TS	
.	тороплюсь	1416	TS	
.	позволяю	1407	TS	
.	девственница	1369	TS	
.	кладу	1401	TS	
.	сбегаю	1372	TS	
.	засунь	1747	TS	
.	надевай	1744	TS	
.	проводи	1742	TS	
