# ПОРЦИЯ ru-020 — 20 из 178. Слова 3801–4000 из 35442 (русская очередь).
# Чем выше слово в списке, тем чаще оно встречается: бросить чтение можно на любой строке.
#
# ОТМЕЧАЙ ТОЛЬКО ОТКАЗЫ. Поставь x в первой колонке у слова, которому не место в клавиатуре;
# всё непомеченное считается принятым. Причину можно дописать тут же: «x имя».
#
# Когда порция дочитана — допиши что угодно после двоеточия в строке ниже и сохрани файл.
# Без этой отметки порция считается непрочитанной, и её слова в приём не пойдут.
# вычитано:
#
# Дальше на компьютере: python3 scripts/review_batches.py collect
#
# колонки: нет | слово | частота | ист | подсказка
#   нет       — «.» не значит ничего; замени на x, чтобы отказать
#   частота   — сколько раз слово встретилось в разговорных корпусах
#   ист       — T Tatoeba (лицензия чистая) · S OpenSubtitles (гранта нет) · TS оба
#   подсказка — стоит только там, где по одному виду слова не решить:
#               «с заглавной 86%» — так часто слово писалось с большой буквы не в начале
#               строки, то есть это, скорее всего, имя; дальше — пример строки или список
#               соседних слов с числом встреч
#
# Примеры в подсказках — предложения из Tatoeba (CC BY 2.0 FR, tatoeba.org). Строк из
# OpenSubtitles здесь нет: лицензии на их распространение не существует (docs/CORPUS-OS.md),
# поэтому оттуда взяты только соседние слова с их числами, а не сам текст.
нет	слово	частота	ист	подсказка
.	ловим	753	TS	
.	заберете	744	TS	
.	отключи	729	TS	
.	обалдеть	725	TS	
.	отдохнем	721	TS	
.	сутенер	711	S	
.	опоздает	709	TS	
.	симпатичнее	706	TS	
.	налички	701	TS	
.	потрошитель	688	TS	с заглавной 70% · "Главное внутри", - сказал Джек Потрошитель.
.	гуляешь	685	TS	
.	начос	678	TS	
.	штанишки	675	S	
.	даа	671	S	рядом: ты 20, даа 16, ну 15
.	утверждаешь	667	TS	
.	опиши	666	TS	
.	поручиться	659	TS	
.	зовём	656	TS	
.	потрохами	655	TS	
.	старухи	653	TS	
.	ребрышки	652	S	
.	дюбюи	649	S	с заглавной 60% · рядом: дюбюи 52, фе 24, ме 21
.	закрываемся	644	TS	
.	разбирайся	644	TS	
.	папашу	637	S	
.	беспокоимся	630	TS	
.	выигрываю	627	TS	
.	мизинец	626	TS	
.	грустишь	625	TS	
.	везем	623	S	
.	пирожных	623	TS	
.	ништяк	620	TS	
.	ноша	619	TS	
.	пообещайте	619	TS	
.	шиноби	618	S	
.	избавьтесь	614	TS	
.	надрез	613	TS	
.	заживет	611	TS	
.	придумываю	602	TS	
.	титьки	600	TS	
.	объявлю	598	TS	
.	пристрелили	595	TS	
.	сунуть	595	TS	
.	опасаюсь	590	TS	
.	цыпочках	587	TS	
.	погибель	585	TS	
.	любимица	582	TS	
.	кобель	564	TS	
.	эгоистичная	556	TS	
.	горяч	551	TS	
.	коляска	549	TS	
.	заводись	544	TS	
.	сдохли	544	TS	
.	признайте	538	TS	
.	уничтожишь	537	TS	
.	причинял	530	TS	
.	понадобишься	528	TS	
.	похороним	505	TS	
.	мучил	500	TS	
.	нажрался	476	TS	
.	цыпа	475	TS	
.	разучился	470	TS	
.	улажено	816	TS	
.	мамка	782	TS	
.	брюнетка	754	TS	
.	ноготь	754	TS	
.	разгуливает	734	TS	
.	мартышка	721	TS	
.	сраного	720	S	
.	проследим	704	TS	
.	разгадке	701	TS	
.	прогнала	696	TS	
.	сеньоры	687	S	
.	послушаешь	682	TS	
.	попахивает	677	TS	
.	парики	671	TS	
.	падла	666	TS	
.	закусочная	665	S	
.	колись	665	TS	
.	разочек	658	TS	
.	побеседуем	657	TS	
.	хот	651	S	с заглавной 54% · рядом: дог 191, доги 115, род 55
.	воруешь	645	TS	
.	пошире	645	TS	
.	болтала	643	TS	
.	падаешь	643	TS	
.	врежь	640	TS	
.	бумажнике	637	TS	
.	пребудет	637	TS	
.	повезу	635	TS	
.	запускай	630	TS	
.	обвиняетесь	626	TS	
.	куриц	623	TS	
.	мико	623	S	с заглавной 80% · рядом: ты 23, привет 16, рюдзина 11
.	безумна	620	TS	
.	пижама	617	TS	
.	разозлились	615	TS	
.	безопасней	614	TS	
.	свидетелю	605	TS	
.	зачать	603	TS	
.	рюмку	602	TS	
.	пинту	600	TS	
.	тюряге	600	S	
.	отведем	595	S	
.	напевает	590	TS	
.	стесняешься	590	TS	
.	ую	587	TS	рядом: янм 367, пх 246, ую 30
.	прирожденный	585	TS	
.	поросенок	582	TS	
.	смутно	581	TS	
.	наладилось	576	TS	
.	потратим	574	S	
.	сойдут	570	TS	
.	кыш	569	TS	А ну кыш отсюда!
.	подсунул	561	TS	
.	башки	558	TS	
.	увезу	558	TS	
.	даришь	556	TS	
.	промазал	552	TS	
.	поднимаюсь	550	TS	
