# ПОРЦИЯ ru-020 — 20 из 178. Слова 3801–4000 из 35442 (русская очередь).
# Чем выше слово в списке, тем чаще оно встречается: бросить чтение можно на любой строке.
#
# ОТМЕЧАЙ ТОЛЬКО ОТКАЗЫ. Поставь x в первой колонке у слова, которому не место в клавиатуре;
# всё непомеченное считается принятым. Причину можно дописать тут же: «x имя».
#
# Когда порция дочитана — допиши что угодно после двоеточия в строке ниже и сохрани файл.
# Без этой отметки порция считается непрочитанной, и её слова в приём не пойдут.
# вычитано:
#
# Дальше на компьютере: python3 scripts/review_batches.py collect
#
# колонки: нет | слово | частота | ист | подсказка
#   нет       — «.» не значит ничего; замени на x, чтобы отказать
#   частота   — сколько раз слово встретилось в разговорных корпусах
#   ист       — T Tatoeba (лицензия чистая) · S OpenSubtitles (гранта нет) · TS оба
#   подсказка — стоит только там, где по одному виду слова не решить:
#               «с заглавной 86%» — так часто слово писалось с большой буквы не в начале
#               строки, то есть это, скорее всего, имя; дальше — пример строки или список
#               соседних слов с числом встреч
#
# Примеры в подсказках — предложения из Tatoeba (CC BY 2.0 FR, tatoeba.org). Строк из
# OpenSubtitles здесь нет: лицензии на их распространение не существует (docs/CORPUS-OS.md),
# поэтому оттуда взяты только соседние слова с их числами, а не сам текст.
нет	слово	частота	ист	подсказка
.	орала	545	TS	
.	опоздаете	523	TS	
.	лестно	521	TS	
.	пищит	520	TS	
.	подойдем	515	S	
.	догадывалась	508	TS	
.	сброд	496	TS	
.	тюремная	487	TS	
.	преследую	816	TS	
.	ветчиной	781	TS	
.	воспринимаешь	778	TS	
.	тайминг	776	S	с заглавной 38% · рядом: перевод 218, оформление 32, представляет 25
.	погибну	756	TS	
.	засыпай	746	TS	
.	задавала	740	TS	
.	перевожу	739	TS	
.	угомонись	738	TS	
.	гордитесь	725	TS	
.	ужинал	723	TS	
.	веселись	722	TS	
.	назначим	716	TS	
.	полезай	705	TS	
.	вытаскивай	697	TS	
.	лимузине	692	TS	
.	идиотские	687	TS	
.	идиотизм	686	TS	
.	бистро	683	TS	
.	кексов	683	TS	
.	принесем	682	S	
.	невинную	681	TS	
.	поглядеть	678	TS	
.	доживу	670	TS	
.	обижает	668	TS	
.	дождик	656	TS	
.	подъеду	656	TS	
.	спасёшь	656	TS	
.	натурал	654	TS	
.	прощаюсь	652	TS	
.	остаёмся	651	TS	
.	засну	648	TS	
.	волшебница	642	TS	
.	часики	628	S	
.	ревновала	626	TS	
.	трястись	617	TS	
.	изучим	616	TS	
.	поспешите	613	TS	
.	киски	609	TS	
.	лжете	603	TS	
.	дружите	601	TS	
.	поаплодируем	600	TS	
.	тесту	598	TS	
.	потанцуй	589	TS	
.	обманывали	586	TS	
.	страйк	579	TS	
.	члене	579	S	
.	вкалывать	578	TS	
.	лгун	577	TS	
.	наврала	572	TS	
.	палить	570	S	
.	гадко	569	S	
.	уступлю	566	TS	
.	заплакать	564	TS	
.	направляешься	559	TS	
.	присяду	559	TS	
.	понравишься	555	TS	
.	удалю	553	TS	
.	посвящаю	551	TS	
.	обижаешь	550	TS	
.	неуважительно	545	TS	
.	полтинник	539	TS	
.	мучается	537	TS	
.	комод	535	TS	
.	перепихнуться	531	S	
.	съехали	525	TS	
.	опрометчиво	520	TS	
.	паштет	513	TS	
.	прочесать	507	TS	
.	прочитаешь	505	TS	
.	направьте	500	S	
.	рискнула	484	TS	
