# ПОРЦИЯ ru-022 — 22 из 178. Слова 4201–4400 из 35442 (русская очередь).
# Чем выше слово в списке, тем чаще оно встречается: бросить чтение можно на любой строке.
#
# ОТМЕЧАЙ ТОЛЬКО ОТКАЗЫ. Поставь x в первой колонке у слова, которому не место в клавиатуре;
# всё непомеченное считается принятым. Причину можно дописать тут же: «x имя».
#
# Когда порция дочитана — допиши что угодно после двоеточия в строке ниже и сохрани файл.
# Без этой отметки порция считается непрочитанной, и её слова в приём не пойдут.
# вычитано:
#
# Дальше на компьютере: python3 scripts/review_batches.py collect
#
# колонки: нет | слово | частота | ист | подсказка
#   нет       — «.» не значит ничего; замени на x, чтобы отказать
#   частота   — сколько раз слово встретилось в разговорных корпусах
#   ист       — T Tatoeba (лицензия чистая) · S OpenSubtitles (гранта нет) · TS оба
#   подсказка — стоит только там, где по одному виду слова не решить:
#               «с заглавной 86%» — так часто слово писалось с большой буквы не в начале
#               строки, то есть это, скорее всего, имя; дальше — пример строки или список
#               соседних слов с числом встреч
#
# Примеры в подсказках — предложения из Tatoeba (CC BY 2.0 FR, tatoeba.org). Строк из
# OpenSubtitles здесь нет: лицензии на их распространение не существует (docs/CORPUS-OS.md),
# поэтому оттуда взяты только соседние слова с их числами, а не сам текст.
нет	слово	частота	ист	подсказка
.	прижми	588	S	
.	косички	582	TS	
.	отстать	580	TS	
.	унять	577	TS	
.	плюнь	570	TS	
.	уследить	570	TS	
.	разобьет	565	S	
.	насмотрелся	562	TS	
.	глазеть	552	TS	
.	надеваешь	549	TS	
.	разойдутся	549	TS	
.	наркодилер	542	TS	
.	измени	541	TS	
.	выяснишь	534	TS	
.	объедки	534	TS	
.	тесновато	533	TS	
.	запутано	530	TS	
.	довезу	524	TS	
.	возомнила	522	TS	
.	зли	520	TS	Не зли её.
.	потерпим	517	TS	
.	прийдется	514	S	
.	тащиться	514	TS	
.	путешествуем	512	TS	
.	просматриваю	508	TS	
.	увлечена	508	TS	
.	гарнир	505	TS	
.	мраке	503	TS	
.	повеселее	497	TS	
.	перестарался	492	TS	
.	расслабляет	491	TS	
.	девочках	490	TS	
.	соберусь	486	TS	
.	клитор	481	TS	
.	прикажет	477	TS	
.	здарова	452	TS	
.	ящиком	450	TS	
.	нуу	443	S	с заглавной 45% · рядом: да 16, ты 15, таугавау 11
.	красавцы	442	TS	
.	дрянной	441	TS	
.	подразумеваешь	734	TS	
.	упс	718	TS	Упс, я ошибся.
.	раскусил	715	TS	
.	просыпался	699	TS	
.	коленки	696	TS	
.	поженитесь	659	TS	
.	отвлекайся	648	TS	
.	поделишься	646	TS	
.	несчастлив	640	TS	
.	дуться	638	TS	
.	хлопать	636	TS	
.	засекла	634	TS	
.	настороже	631	TS	
.	отвалите	629	TS	
.	поразвлечься	625	TS	
.	опускай	624	TS	
.	чует	622	TS	
.	грёбаную	620	TS	
.	нелепый	616	TS	
.	запомнишь	611	TS	
.	неловкость	611	TS	
.	вылетишь	608	TS	
.	угораздило	602	TS	
.	наивен	601	TS	
.	оковы	598	TS	
.	вдохни	597	TS	
.	цыпочек	597	TS	
.	спятили	596	TS	
.	подевались	594	TS	
.	здравия	592	TS	
.	спер	592	S	
.	пуговицу	589	TS	
.	самозащита	587	S	
.	невыносим	586	TS	
.	эдак	585	TS	
.	огурчик	583	TS	
.	дьявольский	581	TS	
.	отходи	576	TS	
.	приперся	576	S	
.	добьёшься	571	TS	
.	полюбуйтесь	570	TS	
.	устраивай	569	TS	
.	дерьмовой	567	S	
.	жутковато	565	TS	
.	сломай	565	TS	
.	конченый	564	TS	
.	тоскую	563	TS	
.	бесится	562	TS	
.	посыльный	560	TS	
.	танцполе	556	TS	
.	повидала	553	S	
.	бабулю	551	TS	
.	охрененно	549	TS	
.	завалю	545	TS	
.	крёстный	545	TS	
.	щетка	545	S	
.	небезразличен	543	TS	
.	индейкой	539	TS	
.	кьфй	539	S	
.	негра	538	TS	
.	поете	537	S	
.	страшновато	532	TS	
.	дурачка	525	TS	
.	сколькими	524	TS	
.	взываю	522	TS	
.	попрощаемся	522	TS	
.	трауре	521	TS	
.	рёв	518	TS	Сверху раздался оглушительный рёв.
.	сведет	515	S	
.	тоста	513	TS	
.	наркоторговец	510	TS	
.	разрушитель	508	S	
.	бываете	507	TS	
.	отдохнул	506	TS	
.	пересохло	500	TS	
.	остывает	499	TS	
.	продадите	498	TS	
.	пирсе	497	TS	
.	дозвонился	495	TS	
.	шатается	494	TS	
.	досюда	489	TS	
.	накричал	487	TS	
.	взорвем	477	S	
.	хитер	468	S	
.	запонки	462	S	
.	здороваться	440	TS	
.	заверяю	437	TS	
.	лжецов	437	TS	
.	везите	855	TS	
.	душка	802	TS	
.	эля	783	S	рядом: имбирного 93, еще 42, мне 33
.	предложишь	780	TS	
.	гложет	776	TS	
.	воришка	731	TS	
.	извинится	682	TS	
.	рукопожатие	681	TS	
.	ребе	679	S	
.	допрашивал	675	TS	
.	связывайся	671	TS	
.	снесу	671	TS	
.	полцены	670	TS	
.	развлекайся	670	TS	
.	задаюсь	665	TS	
.	поступаете	663	TS	
.	шпионил	661	TS	
.	проигрываешь	660	TS	
.	егю	657	S	рядом: кй 172, еямбй 94, кбй 81
.	прикроет	655	TS	
.	преследуем	649	TS	
.	бардачке	642	TS	
.	ветчину	635	TS	
.	мужикам	635	TS	
.	заперто	634	TS	
.	внесу	629	TS	
.	травкой	629	TS	
.	влюбится	625	TS	
.	нуждаетесь	616	TS	
.	проводе	616	TS	
.	унитазе	610	TS	
.	уговорю	608	TS	
.	галстуке	607	TS	
.	побереги	601	TS	
.	отрастить	595	TS	
.	похер	595	TS	
.	заботься	594	TS	
.	заело	593	TS	
.	вылечу	592	TS	
.	даш	590	S	с заглавной 76% · рядом: ты 63, мне 53, ну 51
.	кошечка	590	TS	
.	восхитительная	589	TS	
.	бросите	585	TS	
.	кинозвезда	582	TS	
.	нуна	582	S	
.	организуй	582	S	
.	научим	581	TS	
.	свистеть	579	TS	
.	состою	575	TS	
.	перенесу	574	TS	
.	сваливаем	574	TS	
.	поженятся	571	TS	
.	договорить	569	TS	
.	зазвонил	568	TS	
.	шлюхе	564	TS	
.	мутит	558	TS	
.	встречай	556	TS	
.	хихикает	556	TS	
.	прикончили	551	TS	
.	заберёте	550	TS	
.	голубка	548	TS	
.	объединим	546	TS	
.	морфина	543	S	
.	проклятья	543	S	
.	ворчун	540	TS	с заглавной 46% · Он старый ворчун.
.	взбесилась	538	TS	
.	роем	538	TS	с заглавной 74% · Что мы роем?
.	содовую	537	S	
.	уставшей	537	TS	
.	потакать	536	TS	
.	прячете	534	TS	
.	бутылочка	532	TS	
