# ПОРЦИЯ ru-061 — 61 из 178. Слова 12001–12200 из 35442 (русская очередь).
# Чем выше слово в списке, тем чаще оно встречается: бросить чтение можно на любой строке.
#
# ОТМЕЧАЙ ТОЛЬКО ОТКАЗЫ. Поставь x в первой колонке у слова, которому не место в клавиатуре;
# всё непомеченное считается принятым. Причину можно дописать тут же: «x имя».
#
# Когда порция дочитана — допиши что угодно после двоеточия в строке ниже и сохрани файл.
# Без этой отметки порция считается непрочитанной, и её слова в приём не пойдут.
# вычитано:
#
# Дальше на компьютере: python3 scripts/review_batches.py collect
#
# колонки: нет | слово | частота | ист | подсказка
#   нет       — «.» не значит ничего; замени на x, чтобы отказать
#   частота   — сколько раз слово встретилось в разговорных корпусах
#   ист       — T Tatoeba (лицензия чистая) · S OpenSubtitles (гранта нет) · TS оба
#   подсказка — стоит только там, где по одному виду слова не решить:
#               «с заглавной 86%» — так часто слово писалось с большой буквы не в начале
#               строки, то есть это, скорее всего, имя; дальше — пример строки или список
#               соседних слов с числом встреч
#
# Примеры в подсказках — предложения из Tatoeba (CC BY 2.0 FR, tatoeba.org). Строк из
# OpenSubtitles здесь нет: лицензии на их распространение не существует (docs/CORPUS-OS.md),
# поэтому оттуда взяты только соседние слова с их числами, а не сам текст.
нет	слово	частота	ист	подсказка
.	пуф	312	S	рядом: пуф 34, капитан 22, потом 22
.	борг	311	S	с заглавной 69% · рядом: ярл 101, бьорн 23, бьёрн 19
.	кроссы	311	S	
.	обставил	311	TS	
.	бодрит	310	TS	
.	погубишь	310	TS	
.	прикажут	310	TS	
.	печалит	309	TS	
.	амбара	308	S	
.	брюнет	308	TS	
.	застыли	308	TS	
.	наехали	308	TS	
.	вошь	307	TS	
.	гениален	305	TS	
.	ликёр	305	TS	
.	амбициозен	304	TS	
.	замучили	304	TS	
.	плаванье	304	TS	
.	трудись	304	TS	
.	убегаем	304	TS	
.	погибели	303	TS	
.	кайфа	302	S	
.	саквояж	302	TS	
.	истратил	301	TS	
.	дрожали	300	TS	
.	фанаткой	300	TS	
.	шейка	300	S	
.	дрожи	299	TS	
.	отброс	299	S	
.	видывал	298	TS	
.	умолкни	298	TS	
.	визжит	297	TS	
.	выньте	297	TS	
.	медленней	297	S	
.	подбираю	297	TS	
.	похороните	297	TS	
.	вбила	296	TS	
.	грёбанный	296	S	
.	веселюсь	295	TS	
.	осмелились	295	TS	
.	вздремну	294	TS	
.	замёрзли	294	TS	
.	сбрендил	294	TS	
