# ПОРЦИЯ ru-061 — 61 из 178. Слова 12001–12200 из 35442 (русская очередь).
# Чем выше слово в списке, тем чаще оно встречается: бросить чтение можно на любой строке.
#
# ОТМЕЧАЙ ТОЛЬКО ОТКАЗЫ. Поставь x в первой колонке у слова, которому не место в клавиатуре;
# всё непомеченное считается принятым. Причину можно дописать тут же: «x имя».
#
# Когда порция дочитана — допиши что угодно после двоеточия в строке ниже и сохрани файл.
# Без этой отметки порция считается непрочитанной, и её слова в приём не пойдут.
# вычитано:
#
# Дальше на компьютере: python3 scripts/review_batches.py collect
#
# колонки: нет | слово | частота | ист | подсказка
#   нет       — «.» не значит ничего; замени на x, чтобы отказать
#   частота   — сколько раз слово встретилось в разговорных корпусах
#   ист       — T Tatoeba (лицензия чистая) · S OpenSubtitles (гранта нет) · TS оба
#   подсказка — стоит только там, где по одному виду слова не решить:
#               «с заглавной 86%» — так часто слово писалось с большой буквы не в начале
#               строки, то есть это, скорее всего, имя; дальше — пример строки или список
#               соседних слов с числом встреч
#
# Примеры в подсказках — предложения из Tatoeba (CC BY 2.0 FR, tatoeba.org). Строк из
# OpenSubtitles здесь нет: лицензии на их распространение не существует (docs/CORPUS-OS.md),
# поэтому оттуда взяты только соседние слова с их числами, а не сам текст.
нет	слово	частота	ист	подсказка
.	хорёк	217	TS	
.	мамином	216	S	
.	морковкой	216	S	
.	накажите	216	S	
.	печален	216	TS	
.	почитает	216	TS	
.	богачами	215	TS	
.	вытирает	215	TS	
.	перчик	215	S	
.	подписывалась	215	TS	
.	соевым	215	TS	
.	верному	214	TS	
.	дуйся	213	TS	
.	напевать	213	TS	
.	представлюсь	213	TS	
.	прыгни	213	TS	
.	суматохи	213	S	
.	еяре	211	S	
.	весёлую	210	TS	
.	съезжаю	210	S	
.	темна	210	TS	
.	тупы	210	S	
.	унесёт	210	TS	
.	закадрить	209	S	
.	подумываем	209	TS	
.	подойдёте	206	TS	
.	просматривает	206	TS	
.	глупца	204	TS	
.	барменша	203	S	
.	зеленее	203	TS	
.	зверинец	202	S	
.	почтения	202	TS	
.	пого	200	S	с заглавной 69% · рядом: джои 15, боб 11, бого 8
.	подготовлюсь	200	TS	
.	развалюху	200	TS	
.	возглавишь	199	S	
.	побьёт	199	TS	
.	бельмо	198	TS	
.	инстинктом	198	TS	
.	кладете	198	TS	
.	чудака	197	S	
.	обзвонить	196	TS	
.	разбежимся	196	S	
.	толстое	196	TS	
.	лепёшки	195	TS	
.	складываю	195	TS	
.	цветочками	194	TS	
.	бумажники	193	S	
.	деремся	192	S	
.	макака	192	TS	
.	подумываешь	192	TS	
.	пчёлка	192	TS	
.	занавесом	190	TS	
.	мудры	189	TS	
.	притих	187	TS	
.	надутый	186	S	
.	выкрикивать	184	S	
.	ракушку	184	TS	
.	смертоносная	184	TS	
.	безумию	183	TS	
.	гадким	183	TS	
.	перевернет	183	S	
.	сестринство	183	S	
.	излучать	181	S	
.	полировать	179	TS	
.	сладка	179	TS	
.	сушилка	170	S	
.	избегаем	167	TS	
.	молле	166	S	
.	братиком	165	TS	
.	игрушечного	120	S	
.	связывалась	459	TS	
.	падаем	415	TS	
.	кину	406	S	
.	вовек	398	TS	
.	занимайте	398	TS	
.	умойся	397	TS	
.	растерял	390	TS	
.	орешков	382	TS	
.	достанете	378	TS	
.	крошечную	378	TS	
.	провидение	378	S	
.	зум	377	TS	с заглавной 64% · Когда я пытаюсь использовать на видеокамере зум, она перестаёт записывать звук.
.	проклинать	371	TS	
.	задержись	369	TS	
.	сеньору	368	S	
.	зануды	367	S	
.	влюблялся	366	TS	
.	отслеживаю	366	S	
.	стажировка	362	TS	
.	стеснительный	360	TS	
.	исполним	358	S	
.	всплыли	357	TS	
.	змее	357	TS	
.	козлу	357	S	
.	легонько	355	TS	
.	подложили	355	TS	
.	утруждать	355	TS	
.	пожалуюсь	354	TS	
.	отвезете	350	S	
.	прикасайтесь	350	TS	
.	рубит	350	TS	
.	чашечке	350	TS	
.	одолжений	348	TS	
.	песет	347	TS	
.	съедите	347	TS	
.	аплодируют	342	TS	
.	оцепить	342	S	
.	соскучишься	341	TS	
.	психопатов	340	TS	
.	стряпню	340	TS	
.	соленый	339	TS	
.	изменяли	337	TS	
.	долбанная	336	S	
.	заурядный	336	TS	
.	льстить	336	TS	
.	отыщу	335	S	
.	тгс	334	S	рядом: фыгс 14, патеяас 13, ма 12
.	разойдёмся	333	TS	
.	шваль	333	S	
.	гаечный	332	TS	
.	мухой	332	TS	
.	приметил	332	TS	
.	учту	332	TS	
.	поторопились	331	TS	
.	нападаешь	330	S	
.	обчистил	330	S	
.	роллы	330	TS	
.	стероидов	330	S	
.	напугаешь	329	TS	
.	отъехать	329	TS	
.	пристегнуть	329	TS	
.	уяснить	329	TS	
.	направимся	328	S	
.	бело	327	TS	с заглавной 68% · Своё не мыто, да бело.
.	бабку	326	S	
.	спасаете	326	TS	
.	щёку	326	TS	
.	подавайте	325	TS	
.	запрограммировал	321	S	
.	повидали	321	TS	
.	замешано	320	TS	
.	пуповину	320	TS	
.	раздражен	320	TS	
.	ужасает	320	TS	
.	безоружного	319	TS	
.	сумашедший	319	S	
.	приставала	316	TS	
.	хвалю	316	TS	
.	выбросите	315	TS	
.	покалечить	315	S	
.	фрак	315	S	
.	безработная	314	TS	
.	худые	314	TS	
.	воттак	313	S	
.	неряха	313	TS	
.	путается	312	TS	
