# ПОРЦИЯ ru-110 — 110 из 178. Слова 21801–22000 из 35442 (русская очередь).
# Чем выше слово в списке, тем чаще оно встречается: бросить чтение можно на любой строке.
#
# ОТМЕЧАЙ ТОЛЬКО ОТКАЗЫ. Поставь x в первой колонке у слова, которому не место в клавиатуре;
# всё непомеченное считается принятым. Причину можно дописать тут же: «x имя».
#
# Когда порция дочитана — допиши что угодно после двоеточия в строке ниже и сохрани файл.
# Без этой отметки порция считается непрочитанной, и её слова в приём не пойдут.
# вычитано:
#
# Дальше на компьютере: python3 scripts/review_batches.py collect
#
# колонки: нет | слово | частота | ист | подсказка
#   нет       — «.» не значит ничего; замени на x, чтобы отказать
#   частота   — сколько раз слово встретилось в разговорных корпусах
#   ист       — T Tatoeba (лицензия чистая) · S OpenSubtitles (гранта нет) · TS оба
#   подсказка — стоит только там, где по одному виду слова не решить:
#               «с заглавной 86%» — так часто слово писалось с большой буквы не в начале
#               строки, то есть это, скорее всего, имя; дальше — пример строки или список
#               соседних слов с числом встреч
#
# Примеры в подсказках — предложения из Tatoeba (CC BY 2.0 FR, tatoeba.org). Строк из
# OpenSubtitles здесь нет: лицензии на их распространение не существует (docs/CORPUS-OS.md),
# поэтому оттуда взяты только соседние слова с их числами, а не сам текст.
нет	слово	частота	ист	подсказка
.	доведи	229	TS	
.	бестактность	228	TS	
.	салфетками	228	TS	
.	взорви	227	S	
.	кулинарную	227	TS	
.	ловкие	227	TS	
.	насчитала	227	S	
.	отбыть	227	S	
.	гравитацией	226	TS	
.	свидетелям	226	TS	
.	убедительное	226	TS	
.	бушуют	225	TS	
.	покушался	225	S	
.	прозвенел	225	TS	
.	бесстыдно	224	TS	
.	вкусняшек	224	S	
.	передатчики	224	S	
.	хобот	224	TS	
.	накинулись	223	TS	
.	передаешь	223	S	
.	тыщи	223	S	
.	угодник	223	TS	
.	позвонок	222	TS	
.	боссам	221	S	
.	выдели	221	TS	
.	тысячелетиями	221	TS	
.	придавило	220	TS	
.	прикройся	220	TS	
.	уродцы	220	S	
.	отсоединить	219	TS	
.	послежу	219	S	
.	грудинка	218	S	
.	досыта	218	TS	
.	плаценты	218	S	
.	алчности	217	TS	
.	крысам	217	TS	
.	прониклась	217	S	
.	сладкими	217	TS	
.	первоклассное	216	TS	
.	сочтёт	216	TS	
.	яичные	216	TS	
.	бредово	215	TS	
.	совпадет	215	S	
.	тверже	215	S	
.	человечишка	215	TS	
.	изгоняю	214	S	
.	могущественное	214	TS	
.	сеструха	214	S	
.	трубач	214	TS	
.	выскользнула	213	TS	
.	звякну	213	TS	
.	отстаешь	213	S	
.	утёса	213	TS	
.	честолюбие	213	TS	
.	гонялась	212	TS	
.	задушен	212	TS	
.	колбаска	212	S	
.	платка	212	TS	
.	подлым	212	S	
.	старомодное	212	TS	
.	упругая	212	TS	
.	упрятали	212	S	
.	ахиллесова	211	TS	
.	выживете	211	TS	
.	вышибалой	211	TS	
.	зваться	211	S	
.	констеблем	211	S	
.	метеориты	211	TS	
.	прошептала	211	TS	
.	скрытным	211	TS	
.	увольнительную	211	S	
.	мустанга	210	S	с заглавной 67% · рядом: полковника 24, этого 12, подполковника 7
.	рейнджером	210	S	
.	таг	210	S	с заглавной 64% · рядом: гутен 126, фрау 8, янг 8
.	баксы	209	S	
.	девственницу	209	S	
.	обслужу	209	TS	
.	рацией	209	S	
.	проследишь	208	TS	
.	сиянием	208	TS	
.	ржание	207	TS	
.	сердито	207	TS	
.	вставляй	206	TS	
.	дядюшке	206	TS	
.	мим	206	TS	Том - мим.
.	пафосно	206	S	
.	посещаешь	206	TS	
.	судоку	206	TS	
.	долог	205	TS	
.	толстяком	205	TS	
.	треску	205	TS	
.	шумел	205	TS	
.	коровам	204	S	
.	носами	204	TS	
.	вертись	203	TS	
.	серьёзном	203	TS	
.	спереть	203	S	
.	целюсь	203	TS	
.	эротика	203	TS	
.	безжалостен	202	TS	
.	богатенькие	202	TS	
.	вселиться	202	TS	
.	накручивать	202	TS	
.	невкусно	202	TS	
.	паникуешь	202	TS	
.	повезем	202	S	
.	подпишитесь	202	TS	
.	раздолбай	202	TS	
.	скопить	202	TS	
.	хору	202	TS	
.	шарманку	202	S	
.	дубинка	201	S	
.	моргнула	201	TS	
.	отстойное	201	S	
.	собью	201	TS	
.	жетона	200	S	
.	клинья	200	TS	
.	копытом	200	TS	
.	молниями	200	S	
.	саван	200	S	
.	говаривал	199	TS	
.	наследственность	199	TS	
.	хлопнуть	199	TS	
.	лемуров	198	S	
.	обручен	198	S	
.	овечку	198	TS	
.	осмотрелся	198	TS	
.	переделаю	198	TS	
.	бт	197	S	рядом: фп 31, рпэме 14, мйлюупхме 10
.	дайка	197	S	с заглавной 57% · рядом: мне 58, ван 51, сюда 11
.	далёкий	197	TS	
.	облегчу	197	TS	
.	почасовая	197	TS	
.	удвоили	197	TS	
.	утверждаем	197	S	
.	вычистил	196	TS	
.	напарницу	196	S	
.	нууу	196	S	
.	обязанной	196	TS	
.	двуличная	195	TS	
.	зашили	195	S	
.	ликование	195	TS	
.	незваных	195	TS	
.	нянечка	195	S	
.	отзываться	195	TS	
.	перевернут	195	S	
.	похотливые	195	TS	
.	ромуланцы	195	S	
.	искупил	194	S	
.	переставил	194	TS	
.	плацента	194	TS	
.	потолще	194	TS	
.	пресная	194	TS	
.	причитать	194	TS	
.	брезентом	193	TS	
.	есмь	193	TS	
.	моти	193	TS	с заглавной 65% · В Японии есть традиция на Новый год есть моти.
.	чистокровный	193	S	
.	эмболия	193	S	
.	беспрестанно	192	TS	
.	горшком	192	TS	
.	иссякнет	192	TS	
.	надула	192	TS	
.	неведение	192	TS	
.	полюби	192	TS	
.	попрошайки	192	TS	
.	простительно	192	TS	
.	сбежавшая	192	S	
.	вымышлены	191	TS	
.	гробах	191	S	
.	нападайте	191	TS	
.	неуместен	191	TS	
.	подставь	191	TS	
.	смердит	191	TS	
.	сфокусируемся	191	S	
.	яппи	191	S	
.	акого	190	S	
.	ануса	190	S	
.	виселица	190	TS	
.	воображала	190	TS	
.	выскользнуть	190	TS	
.	еж	190	S	рядом: морской 46, колючий 5, еж 4
.	ручаться	190	TS	
.	счастливейший	190	TS	
.	трудолюбивая	190	TS	
.	фотками	190	S	
.	батю	189	S	
.	беспомощных	189	S	
.	головастик	189	TS	
.	запутанный	189	TS	
.	каталке	189	S	
.	лимфома	189	S	
.	переключаю	189	S	
.	рамён	189	S	
.	сфоткай	189	TS	
.	умоляем	189	TS	
.	гипотетический	188	TS	
.	зельем	188	S	
.	контузия	188	TS	
.	отнесешься	188	S	
