# ПОРЦИЯ ru-011 — 11 из 178. Слова 2001–2200 из 35442 (русская очередь).
# Чем выше слово в списке, тем чаще оно встречается: бросить чтение можно на любой строке.
#
# ОТМЕЧАЙ ТОЛЬКО ОТКАЗЫ. Поставь x в первой колонке у слова, которому не место в клавиатуре;
# всё непомеченное считается принятым. Причину можно дописать тут же: «x имя».
#
# Когда порция дочитана — допиши что угодно после двоеточия в строке ниже и сохрани файл.
# Без этой отметки порция считается непрочитанной, и её слова в приём не пойдут.
# вычитано:
#
# Дальше на компьютере: python3 scripts/review_batches.py collect
#
# колонки: нет | слово | частота | ист | подсказка
#   нет       — «.» не значит ничего; замени на x, чтобы отказать
#   частота   — сколько раз слово встретилось в разговорных корпусах
#   ист       — T Tatoeba (лицензия чистая) · S OpenSubtitles (гранта нет) · TS оба
#   подсказка — стоит только там, где по одному виду слова не решить:
#               «с заглавной 86%» — так часто слово писалось с большой буквы не в начале
#               строки, то есть это, скорее всего, имя; дальше — пример строки или список
#               соседних слов с числом встреч
#
# Примеры в подсказках — предложения из Tatoeba (CC BY 2.0 FR, tatoeba.org). Строк из
# OpenSubtitles здесь нет: лицензии на их распространение не существует (docs/CORPUS-OS.md),
# поэтому оттуда взяты только соседние слова с их числами, а не сам текст.
нет	слово	частота	ист	подсказка
.	придержи	1056	TS	
.	осмотрю	1048	TS	
.	гринго	1027	S	
.	вытащит	1015	TS	
.	почувствую	993	TS	
.	недельку	985	TS	
.	дерьмовая	983	TS	
.	вините	980	TS	
.	цыпленка	976	TS	
.	аккуратней	967	TS	
.	слыхали	960	TS	
.	параноик	951	TS	
.	гляну	921	TS	
.	гея	919	TS	рядом: глазами 49, два 36, одного 20
.	папина	916	TS	
.	отнимать	895	TS	
.	целовала	892	TS	
.	предоставлю	891	TS	
.	споем	871	S	
.	уволит	857	TS	
.	остаетесь	856	S	
.	отменю	847	TS	
.	поимел	823	TS	
.	фальшивая	822	TS	
.	бекона	820	TS	
.	зашибись	801	TS	
.	каюту	1274	TS	
.	мальчишник	1173	TS	
.	бью	1120	TS	Я их не бью.
.	чудесной	1111	TS	
.	дурдом	1106	TS	
.	осёл	1085	TS	
.	бюл	1068	S	с заглавной 76% · рядом: ме 119, ъ 76, врн 73
.	попадём	1056	TS	
.	сперму	1053	TS	
.	шевелитесь	1047	TS	
.	украду	1041	TS	
.	обниматься	1039	TS	
.	убегаешь	1012	TS	
.	убедимся	1007	TS	
.	обыщите	1003	TS	
.	почем	999	TS	
.	притащила	985	TS	
.	дышу	983	TS	
.	бесполезна	977	TS	
.	сбегу	956	TS	
.	глупого	951	TS	
.	мр	951	TS	с заглавной 54% · рядом: да 29, привет 21, спасибо 21
.	шепчет	945	TS	
.	разбудишь	944	TS	
.	дикари	921	TS	
.	лампочка	921	TS	
.	ублюдком	914	TS	
.	вспоминаешь	911	TS	
.	безумен	902	TS	
.	веселитесь	899	TS	
.	уродливый	899	TS	
.	стремлюсь	884	TS	
.	смени	883	TS	
.	застрелю	878	TS	
.	психушке	876	TS	
.	стервой	875	TS	
.	попытаетесь	868	TS	
.	позаботишься	857	TS	
.	гонишь	844	TS	
.	научите	843	TS	
.	забронировал	834	TS	
.	еврейка	818	TS	
.	напрягаться	771	TS	
.	посылаю	1212	TS	
.	девок	1130	TS	
.	поделюсь	1130	TS	
.	зовешь	1101	S	
.	прокатимся	1057	TS	
.	трону	1038	TS	
.	рация	1014	TS	
.	интересуешься	1006	TS	
.	осмелюсь	1005	TS	
.	чёртово	986	TS	
.	царапина	985	TS	
.	сожрал	980	TS	
.	туфель	974	TS	
.	чудище	959	TS	
.	мешаете	956	TS	
.	птичку	950	TS	
.	выброси	930	TS	
.	раскрою	925	TS	
.	предпочту	922	TS	
.	печеньем	891	TS	
.	поглядите	889	TS	
.	клёвый	869	TS	
.	вежливым	838	TS	
.	портье	807	TS	
.	одержимы	785	TS	
.	предоставь	774	TS	
.	наслаждаешься	723	TS	
.	эгоистично	1195	TS	
.	разбуди	1142	TS	
.	проснусь	1107	TS	
.	девичник	1105	S	
.	берегитесь	1084	TS	
.	скрываете	1077	TS	
.	завтрашней	1061	TS	
