# ПОРЦИЯ ru-011 — 11 из 178. Слова 2001–2200 из 35442 (русская очередь).
# Чем выше слово в списке, тем чаще оно встречается: бросить чтение можно на любой строке.
#
# ОТМЕЧАЙ ТОЛЬКО ОТКАЗЫ. Поставь x в первой колонке у слова, которому не место в клавиатуре;
# всё непомеченное считается принятым. Причину можно дописать тут же: «x имя».
#
# Когда порция дочитана — допиши что угодно после двоеточия в строке ниже и сохрани файл.
# Без этой отметки порция считается непрочитанной, и её слова в приём не пойдут.
# вычитано:
#
# Дальше на компьютере: python3 scripts/review_batches.py collect
#
# колонки: нет | слово | частота | ист | подсказка
#   нет       — «.» не значит ничего; замени на x, чтобы отказать
#   частота   — сколько раз слово встретилось в разговорных корпусах
#   ист       — T Tatoeba (лицензия чистая) · S OpenSubtitles (гранта нет) · TS оба
#   подсказка — стоит только там, где по одному виду слова не решить:
#               «с заглавной 86%» — так часто слово писалось с большой буквы не в начале
#               строки, то есть это, скорее всего, имя; дальше — пример строки или список
#               соседних слов с числом встреч
#
# Примеры в подсказках — предложения из Tatoeba (CC BY 2.0 FR, tatoeba.org). Строк из
# OpenSubtitles здесь нет: лицензии на их распространение не существует (docs/CORPUS-OS.md),
# поэтому оттуда взяты только соседние слова с их числами, а не сам текст.
нет	слово	частота	ист	подсказка
.	сбежим	1110	TS	
.	схватят	1100	TS	
.	яичницу	1088	TS	
.	борись	1087	TS	
.	гордишься	1086	TS	
.	прикид	1059	TS	
.	проследил	1047	TS	
.	байк	1035	S	
.	нервничала	1035	TS	
.	поделим	1035	TS	
.	кроватку	1032	TS	
.	помолвлены	1025	TS	
.	всплывет	1024	S	
.	амиго	1019	S	
.	притворяюсь	1016	TS	
.	арестуем	1008	TS	
.	доставьте	1002	TS	
.	влюбляться	990	TS	
.	сдохла	977	TS	
.	онни	953	S	
.	успокоит	951	TS	
.	болтаю	941	TS	
.	эгоистичный	925	TS	
.	тунца	909	TS	
.	жулик	1317	TS	
.	рисую	1202	TS	
.	пролил	1154	TS	
.	суку	1114	S	
.	поймай	1113	TS	
.	уйдёте	1087	TS	
.	обойдусь	1080	TS	
.	отвезём	1073	TS	
.	отдаешь	1026	S	
.	циа	1017	S	рядом: ма 262, тгм 114, ауто 69
.	неуютно	985	TS	
.	выпьет	976	TS	
.	впустила	961	TS	
.	возвращаетесь	947	TS	
.	пижаме	928	TS	
.	откровенен	912	TS	
.	марионетка	857	TS	
.	лежишь	1064	TS	
.	валять	1049	TS	
.	догадка	1044	TS	
.	сомневайся	1039	TS	
.	лает	1037	TS	
.	видали	1034	TS	
.	наберу	1034	TS	
.	выдам	1032	TS	
.	отвезут	1024	TS	
.	ужинали	1020	TS	
.	вырвет	1013	TS	
.	справляетесь	996	TS	
.	заправляет	969	TS	
.	сажусь	969	TS	
.	спится	950	TS	
.	позовем	947	S	
.	борешься	941	TS	
.	выкинула	915	TS	
.	надуть	910	TS	
.	сядете	899	TS	
.	шагай	890	TS	
.	любимчик	875	TS	
.	вышвырнуть	871	TS	
.	обращусь	870	TS	
.	рань	825	TS	
.	психом	1101	TS	
.	рыдать	1081	TS	
.	обманываешь	1061	TS	
.	наживку	1052	TS	
.	бурбон	1048	S	
.	посмеет	1044	TS	
.	воспользуемся	1028	TS	
.	поддерживаешь	1015	TS	
.	велике	1005	TS	
.	перебрал	995	TS	
.	молить	986	TS	
.	перезвонит	986	TS	
.	чудно	965	TS	
.	упаси	953	TS	
.	уедете	921	TS	
.	угощайтесь	917	TS	
.	убежишь	910	TS	
.	ночевала	904	TS	
.	обещайте	892	TS	
.	небесам	888	TS	
.	ун	869	S	с заглавной 70% · рядом: тэ 210, тхэ 109, чжи 87
.	фигни	868	TS	
.	гадкий	824	TS	
.	пиццей	808	TS	
.	возьмусь	804	TS	
.	чудная	794	TS	
.	вытри	779	TS	
.	убьёте	778	TS	
.	ввязался	1168	TS	
.	соболезную	1073	TS	
.	беконом	1060	TS	
