# ПОРЦИЯ ru-062 — 62 из 178. Слова 12201–12400 из 35442 (русская очередь).
# Чем выше слово в списке, тем чаще оно встречается: бросить чтение можно на любой строке.
#
# ОТМЕЧАЙ ТОЛЬКО ОТКАЗЫ. Поставь x в первой колонке у слова, которому не место в клавиатуре;
# всё непомеченное считается принятым. Причину можно дописать тут же: «x имя».
#
# Когда порция дочитана — допиши что угодно после двоеточия в строке ниже и сохрани файл.
# Без этой отметки порция считается непрочитанной, и её слова в приём не пойдут.
# вычитано:
#
# Дальше на компьютере: python3 scripts/review_batches.py collect
#
# колонки: нет | слово | частота | ист | подсказка
#   нет       — «.» не значит ничего; замени на x, чтобы отказать
#   частота   — сколько раз слово встретилось в разговорных корпусах
#   ист       — T Tatoeba (лицензия чистая) · S OpenSubtitles (гранта нет) · TS оба
#   подсказка — стоит только там, где по одному виду слова не решить:
#               «с заглавной 86%» — так часто слово писалось с большой буквы не в начале
#               строки, то есть это, скорее всего, имя; дальше — пример строки или список
#               соседних слов с числом встреч
#
# Примеры в подсказках — предложения из Tatoeba (CC BY 2.0 FR, tatoeba.org). Строк из
# OpenSubtitles здесь нет: лицензии на их распространение не существует (docs/CORPUS-OS.md),
# поэтому оттуда взяты только соседние слова с их числами, а не сам текст.
нет	слово	частота	ист	подсказка
.	компаса	261	TS	
.	мамбо	261	S	с заглавной 41% · рядом: кабана 18, эй 16, танцевать 13
.	мексиканка	261	TS	
.	менопауза	261	TS	
.	отличаетесь	261	TS	
.	перехитрил	261	TS	
.	свечка	261	TS	
.	гадит	260	TS	
.	мыльная	260	TS	
.	покончишь	260	TS	
.	рассмеялась	260	TS	
.	алхимия	259	TS	
.	бильярдный	259	TS	
.	заключу	259	TS	
.	раздавят	258	S	
.	умываться	258	TS	
.	щелчки	258	TS	
.	недолюбливает	257	TS	
.	пристегнитесь	257	TS	
.	родненький	257	S	
.	ассорти	256	S	
.	ковбойские	256	TS	
.	сломанную	256	TS	
.	баблом	255	S	
.	боготворит	255	TS	
.	залезешь	255	TS	
.	сомкнуть	255	TS	
.	явись	255	S	
.	клюквенный	254	TS	
.	неловкой	254	TS	
.	подкрасться	254	S	
.	подыши	254	TS	
.	свора	254	TS	
.	отпроситься	253	TS	
.	девице	252	S	
.	лапушка	252	S	
.	отвянь	252	TS	
.	отсылать	252	S	
.	пастору	252	S	
.	искушать	251	TS	
.	отстойные	251	TS	
.	побеспокою	250	TS	
.	смилуйся	250	TS	
.	добьётесь	249	TS	
.	здоровается	249	TS	
.	навозом	249	TS	
.	оплати	249	TS	
.	проснетесь	249	S	
.	слайд	249	S	
.	качай	248	TS	
.	кузенами	248	S	
.	неприятностях	248	TS	
.	пересекутся	248	TS	
.	слинять	248	S	
.	восклицательный	247	TS	
.	проезжай	247	S	
.	фентанила	247	S	
.	ауры	246	TS	
.	искорка	246	TS	
.	преврати	246	S	
.	цепляются	246	TS	
.	швырнуть	246	TS	
.	котя	245	S	с заглавной 47% · рядом: котя 22, ну 15, ты 10
.	меняюсь	245	TS	
.	описалась	245	TS	
.	поздороваешься	245	S	
.	проделывал	245	TS	
.	человечков	245	TS	
.	нитроглицерин	244	S	
.	ржавчина	244	TS	
.	снимаешься	244	S	
.	тюбик	244	TS	
.	херес	244	TS	
.	кружилась	243	TS	
.	нагрянут	243	TS	
.	скукота	243	TS	
.	успокоительные	243	TS	
.	грустными	242	TS	
.	делишках	242	S	
.	подражает	242	TS	
.	поплатится	242	S	
.	поторопилась	242	TS	
.	разбогатею	242	TS	
