# ПОРЦИЯ ru-161 — 161 из 178. Слова 32001–32200 из 35442 (русская очередь).
# Чем выше слово в списке, тем чаще оно встречается: бросить чтение можно на любой строке.
#
# ОТМЕЧАЙ ТОЛЬКО ОТКАЗЫ. Поставь x в первой колонке у слова, которому не место в клавиатуре;
# всё непомеченное считается принятым. Причину можно дописать тут же: «x имя».
#
# Когда порция дочитана — допиши что угодно после двоеточия в строке ниже и сохрани файл.
# Без этой отметки порция считается непрочитанной, и её слова в приём не пойдут.
# вычитано:
#
# Дальше на компьютере: python3 scripts/review_batches.py collect
#
# колонки: нет | слово | частота | ист | подсказка
#   нет       — «.» не значит ничего; замени на x, чтобы отказать
#   частота   — сколько раз слово встретилось в разговорных корпусах
#   ист       — T Tatoeba (лицензия чистая) · S OpenSubtitles (гранта нет) · TS оба
#   подсказка — стоит только там, где по одному виду слова не решить:
#               «с заглавной 86%» — так часто слово писалось с большой буквы не в начале
#               строки, то есть это, скорее всего, имя; дальше — пример строки или список
#               соседних слов с числом встреч
#
# Примеры в подсказках — предложения из Tatoeba (CC BY 2.0 FR, tatoeba.org). Строк из
# OpenSubtitles здесь нет: лицензии на их распространение не существует (docs/CORPUS-OS.md),
# поэтому оттуда взяты только соседние слова с их числами, а не сам текст.
нет	слово	частота	ист	подсказка
.	случайна	122	TS	
.	снисходительный	122	TS	
.	съедобная	122	TS	
.	ухаживание	122	TS	
.	фрейлина	122	S	
.	встаёте	121	TS	
.	дрязги	121	TS	
.	завоюешь	121	TS	
.	зазвучит	121	TS	
.	запирайте	121	TS	
.	зловещим	121	TS	
.	катакомб	121	S	
.	крестин	121	S	
.	маклер	121	TS	
.	монеток	121	TS	
.	морфином	121	S	
.	невыносимые	121	TS	
.	нейронный	121	S	
.	омерзительны	121	TS	
.	полистать	121	S	
.	потеряюсь	121	TS	
.	пощечин	121	S	
.	принцессами	121	TS	
.	приспособились	121	TS	
.	проследят	121	S	
.	самовлюбленная	121	S	
.	свирепая	121	TS	
.	славить	121	TS	
.	странноватый	121	TS	
.	татарин	121	TS	
.	траншее	121	TS	
.	треплется	121	TS	
.	трясите	121	S	
.	упрямится	121	TS	
.	энергона	121	S	с заглавной 48% · рядом: источник 12, излучение 10, детекторы 10
.	балуете	120	TS	
.	безрассудные	120	S	
.	близнецах	120	TS	
.	бунтовщики	120	TS	
.	второкурсник	120	TS	
.	выкрала	120	S	
.	гинекологом	120	S	
.	грызут	120	TS	
.	душистый	120	TS	
.	жеребенка	120	S	
.	кракен	120	S	с заглавной 60% · рядом: прямо 8, ты 8, гигантский 5
.	любезностей	120	TS	
.	мышцам	120	S	
.	неприличным	120	TS	
.	подыскивает	120	TS	
.	предохранителе	120	S	
.	путеводной	120	TS	
.	слоняешься	120	TS	
.	содержимом	120	S	
.	стежок	120	TS	
.	техасская	120	S	с заглавной 41% · рядом: резня 52, полиция 6, медицинская 6
.	усложняйте	120	TS	
.	чизбургера	120	S	
.	бочками	119	TS	
.	бульдогов	119	S	с заглавной 67% · рядом: французских 9, джорджии 5, под 4
.	величайшими	119	TS	
.	влэрщ	119	S	
.	восхищены	119	TS	
.	добытчик	119	TS	
.	ежегодника	119	S	
.	жалкому	119	TS	
.	жульничала	119	TS	
.	загробного	119	TS	
.	изволит	119	TS	
.	наделаешь	119	TS	
.	непохож	119	TS	
.	несправедливый	119	TS	
.	ныла	119	TS	
.	объедем	119	TS	
.	передвинула	119	TS	
.	перелететь	119	TS	
.	перепишем	119	TS	
.	повстанец	119	S	
.	предпочтёте	119	TS	
.	прожарка	119	S	
.	пролетим	119	S	
.	промахнешься	119	TS	
.	проницательная	119	S	
.	путались	119	TS	
.	распят	119	TS	
.	редиска	119	TS	
