# ПОРЦИЯ ru-159 — 159 из 178. Слова 31601–31800 из 35442 (русская очередь).
# Чем выше слово в списке, тем чаще оно встречается: бросить чтение можно на любой строке.
#
# ОТМЕЧАЙ ТОЛЬКО ОТКАЗЫ. Поставь x в первой колонке у слова, которому не место в клавиатуре;
# всё непомеченное считается принятым. Причину можно дописать тут же: «x имя».
#
# Когда порция дочитана — допиши что угодно после двоеточия в строке ниже и сохрани файл.
# Без этой отметки порция считается непрочитанной, и её слова в приём не пойдут.
# вычитано:
#
# Дальше на компьютере: python3 scripts/review_batches.py collect
#
# колонки: нет | слово | частота | ист | подсказка
#   нет       — «.» не значит ничего; замени на x, чтобы отказать
#   частота   — сколько раз слово встретилось в разговорных корпусах
#   ист       — T Tatoeba (лицензия чистая) · S OpenSubtitles (гранта нет) · TS оба
#   подсказка — стоит только там, где по одному виду слова не решить:
#               «с заглавной 86%» — так часто слово писалось с большой буквы не в начале
#               строки, то есть это, скорее всего, имя; дальше — пример строки или список
#               соседних слов с числом встреч
#
# Примеры в подсказках — предложения из Tatoeba (CC BY 2.0 FR, tatoeba.org). Строк из
# OpenSubtitles здесь нет: лицензии на их распространение не существует (docs/CORPUS-OS.md),
# поэтому оттуда взяты только соседние слова с их числами, а не сам текст.
нет	слово	частота	ист	подсказка
.	бунтует	142	TS	
.	бутс	142	S	с заглавной 73% · рядом: джимми 7, где 7, ты 4
.	ветерка	142	TS	
.	взорвешь	142	S	
.	детонатора	142	S	
.	завалялась	142	S	
.	кличкой	142	TS	
.	платонические	142	TS	
.	разверну	142	TS	
.	расовое	142	TS	
.	угнетенных	142	S	
.	чините	142	TS	
.	великаном	141	TS	
.	выключит	141	S	
.	гонимся	141	S	
.	завтракаешь	141	TS	
.	заместо	141	TS	
.	ния	141	S	с заглавной 61% · рядом: ния 14, ул 11, королева 4
.	оживила	141	TS	
.	оклеветал	141	TS	
.	подержаться	141	TS	
.	продуманно	141	TS	
.	пролетали	141	TS	
.	пропажей	141	S	
.	брошенную	140	S	
.	буки	140	S	с заглавной 63% · рядом: лестер 6, аз 5, веди 5
.	вайфай	140	S	
.	геройский	140	S	
.	дочитаю	140	TS	
.	женатая	140	TS	
.	копе	140	S	
.	нормален	140	TS	
.	окуни	140	S	
.	плеск	140	S	
.	прийдёт	140	S	
.	пробит	140	TS	
.	спозаранку	140	TS	
