# ПОРЦИЯ ru-001 — 1 из 178. Слова 1–200 из 35442 (русская очередь).
# Чем выше слово в списке, тем чаще оно встречается: бросить чтение можно на любой строке.
#
# ОТМЕЧАЙ ТОЛЬКО ОТКАЗЫ. Поставь x в первой колонке у слова, которому не место в клавиатуре;
# всё непомеченное считается принятым. Причину можно дописать тут же: «x имя».
#
# Когда порция дочитана — допиши что угодно после двоеточия в строке ниже и сохрани файл.
# Без этой отметки порция считается непрочитанной, и её слова в приём не пойдут.
# вычитано:
#
# Дальше на компьютере: python3 scripts/review_batches.py collect
#
# колонки: нет | слово | частота | ист | подсказка
#   нет       — «.» не значит ничего; замени на x, чтобы отказать
#   частота   — сколько раз слово встретилось в разговорных корпусах
#   ист       — T Tatoeba (лицензия чистая) · S OpenSubtitles (гранта нет) · TS оба
#   подсказка — стоит только там, где по одному виду слова не решить:
#               «с заглавной 86%» — так часто слово писалось с большой буквы не в начале
#               строки, то есть это, скорее всего, имя; дальше — пример строки или список
#               соседних слов с числом встреч
#
# Примеры в подсказках — предложения из Tatoeba (CC BY 2.0 FR, tatoeba.org). Строк из
# OpenSubtitles здесь нет: лицензии на их распространение не существует (docs/CORPUS-OS.md),
# поэтому оттуда взяты только соседние слова с их числами, а не сам текст.
нет	слово	частота	ист	подсказка
.	выпей	4908	TS	
.	используй	5243	TS	
.	погодите	5252	TS	
.	воняет	4909	TS	
.	объясни	5504	TS	
.	перезвоню	5068	TS	
.	уйдешь	4847	TS	
.	пойди	5223	TS	
.	езжай	5325	TS	
.	открывай	5048	TS	
.	возьмешь	4814	TS	
.	называешь	4729	TS	
.	слушаешь	4949	TS	
.	уйди	4947	TS	
.	беспокойтесь	4583	TS	
.	бш	4541	S	с заглавной 70% · рядом: врн 591, ме 437, еякх 260
.	лезь	4667	TS	
.	надень	4662	TS	
.	девчонку	4532	TS	
.	милорд	4644	TS	
.	приготовлю	4529	TS	
.	достану	4872	TS	
.	забирай	4572	TS	
.	поешь	4202	TS	
.	спрашиваешь	4910	TS	
.	позволишь	4669	TS	
.	отвечай	4385	TS	
.	заставлю	4055	TS	
.	отвали	4442	TS	
.	потише	4526	TS	
.	угадай	4603	TS	
.	потеряю	4542	TS	
.	держишь	4382	TS	
.	предупреждаю	4769	TS	
.	закончишь	4275	TS	
.	устрою	4241	TS	
.	болван	4658	TS	
.	стерва	4083	TS	
.	позову	4161	TS	
.	засранец	4662	TS	
.	синьор	4621	TS	
.	принимаешь	4147	TS	
.	снимай	4511	TS	
.	заслуживаешь	4315	TS	
.	возражаете	4439	TS	
.	опусти	4291	TS	
.	уедем	4670	TS	
.	умираю	4156	TS	
.	зовите	3902	TS	
.	ублюдки	4090	TS	
.	приведи	4326	TS	
.	секундочку	4158	TS	
.	прощу	3940	TS	
.	проснись	3683	TS	
.	обещай	3892	TS	
.	чертова	4326	S	
.	плачь	3772	TS	
.	стреляй	4043	TS	
.	оставишь	4474	TS	
