# ПОРЦИЯ ru-052 — 52 из 178. Слова 10201–10400 из 35442 (русская очередь).
# Чем выше слово в списке, тем чаще оно встречается: бросить чтение можно на любой строке.
#
# ОТМЕЧАЙ ТОЛЬКО ОТКАЗЫ. Поставь x в первой колонке у слова, которому не место в клавиатуре;
# всё непомеченное считается принятым. Причину можно дописать тут же: «x имя».
#
# Когда порция дочитана — допиши что угодно после двоеточия в строке ниже и сохрани файл.
# Без этой отметки порция считается непрочитанной, и её слова в приём не пойдут.
# вычитано:
#
# Дальше на компьютере: python3 scripts/review_batches.py collect
#
# колонки: нет | слово | частота | ист | подсказка
#   нет       — «.» не значит ничего; замени на x, чтобы отказать
#   частота   — сколько раз слово встретилось в разговорных корпусах
#   ист       — T Tatoeba (лицензия чистая) · S OpenSubtitles (гранта нет) · TS оба
#   подсказка — стоит только там, где по одному виду слова не решить:
#               «с заглавной 86%» — так часто слово писалось с большой буквы не в начале
#               строки, то есть это, скорее всего, имя; дальше — пример строки или список
#               соседних слов с числом встреч
#
# Примеры в подсказках — предложения из Tatoeba (CC BY 2.0 FR, tatoeba.org). Строк из
# OpenSubtitles здесь нет: лицензии на их распространение не существует (docs/CORPUS-OS.md),
# поэтому оттуда взяты только соседние слова с их числами, а не сам текст.
нет	слово	частота	ист	подсказка
.	мисье	222	S	
.	дегенерат	218	S	
.	укольчик	217	S	
.	феноменально	217	TS	
.	баранку	216	TS	
.	прижму	216	S	
.	исправится	214	TS	
.	подставит	212	S	
.	укромном	209	S	
.	бабуся	208	TS	
.	чернее	208	TS	
.	прикрыться	205	S	
.	натворит	200	S	
.	поболтаю	200	TS	
.	раздражающий	200	TS	
.	гримёрке	199	S	
.	флажки	186	TS	
.	пролей	171	TS	
.	бесполезного	161	TS	
.	индейская	146	S	
.	вляпалась	475	TS	
.	споет	458	S	
.	доедешь	451	TS	
.	зверюга	434	TS	
.	жиголо	426	S	
.	ветерком	425	TS	
.	аневризма	416	S	
.	зажигание	413	TS	
.	пекари	413	S	
.	ложилась	412	TS	
.	прихвати	412	TS	
.	сбегала	412	TS	
.	холера	409	TS	
.	погубили	407	TS	
.	помаши	407	TS	
.	кончаю	406	S	
.	испорчено	405	TS	
.	дантисту	403	TS	
.	красавцем	401	TS	
.	отвозил	399	TS	
.	туза	398	TS	
.	изгой	397	S	
.	познакомь	397	TS	
.	дерьму	396	S	
.	галстуком	394	TS	
.	принадлежим	391	TS	
.	восхитительны	389	TS	
.	терпеливым	388	TS	
.	стёрли	387	TS	
.	дьявольское	386	TS	
.	наорал	385	TS	
.	отнимут	385	TS	
.	развалилось	384	TS	
.	порядочно	383	TS	
.	уродливой	383	TS	
.	помешаны	381	TS	
.	создай	381	TS	
.	гниет	380	S	
.	дамский	378	TS	
.	запястьях	376	S	
.	метамфетамин	374	S	
.	онунфе	374	S	с заглавной 78% · рядом: мю 85, врн 46, щрн 32
.	поступайте	372	TS	
.	паранойи	370	TS	
.	спускалась	369	TS	
.	грез	365	TS	
