# ПОРЦИЯ ru-072 — 72 из 178. Слова 14201–14400 из 35442 (русская очередь).
# Чем выше слово в списке, тем чаще оно встречается: бросить чтение можно на любой строке.
#
# ОТМЕЧАЙ ТОЛЬКО ОТКАЗЫ. Поставь x в первой колонке у слова, которому не место в клавиатуре;
# всё непомеченное считается принятым. Причину можно дописать тут же: «x имя».
#
# Когда порция дочитана — допиши что угодно после двоеточия в строке ниже и сохрани файл.
# Без этой отметки порция считается непрочитанной, и её слова в приём не пойдут.
# вычитано:
#
# Дальше на компьютере: python3 scripts/review_batches.py collect
#
# колонки: нет | слово | частота | ист | подсказка
#   нет       — «.» не значит ничего; замени на x, чтобы отказать
#   частота   — сколько раз слово встретилось в разговорных корпусах
#   ист       — T Tatoeba (лицензия чистая) · S OpenSubtitles (гранта нет) · TS оба
#   подсказка — стоит только там, где по одному виду слова не решить:
#               «с заглавной 86%» — так часто слово писалось с большой буквы не в начале
#               строки, то есть это, скорее всего, имя; дальше — пример строки или список
#               соседних слов с числом встреч
#
# Примеры в подсказках — предложения из Tatoeba (CC BY 2.0 FR, tatoeba.org). Строк из
# OpenSubtitles здесь нет: лицензии на их распространение не существует (docs/CORPUS-OS.md),
# поэтому оттуда взяты только соседние слова с их числами, а не сам текст.
нет	слово	частота	ист	подсказка
.	покрывалом	159	TS	
.	спускали	159	TS	
.	лохом	158	TS	
.	подходящем	158	TS	
.	крысиной	157	S	
.	предадим	156	S	
.	ворам	155	TS	
.	монстрам	155	TS	
.	недельки	154	TS	
.	определяешь	152	TS	
.	серебристая	152	TS	
.	перышки	149	S	
.	татуировках	148	TS	
.	сболтнул	147	TS	
.	вершит	146	TS	
.	зовутся	146	TS	
.	грузят	145	TS	
.	чудных	145	TS	
.	скучайте	144	TS	
.	примочки	143	S	
.	затерялась	140	TS	
.	неуместное	139	TS	
.	поз	139	S	рядом: сексуальных 9, поз 6, пару 5
.	горячи	136	TS	
.	остроумным	136	TS	
.	расследованиям	118	S	
.	разнеси	107	TS	
.	простудилась	385	TS	
.	отвлекай	370	TS	
.	лишай	365	TS	
.	загрузила	352	TS	
.	заказываешь	351	TS	
.	сыскать	346	TS	
.	отстаю	343	TS	
.	лузером	338	TS	
.	булочной	337	TS	
.	ягнёнка	337	TS	
.	говне	336	TS	
.	круизе	331	S	
.	сдержала	329	TS	
.	битый	325	TS	
.	иллюзией	325	TS	
.	поспешные	324	TS	
.	квартирке	323	TS	
.	изысканная	322	TS	
.	поработает	322	TS	
.	пораниться	318	TS	
.	преступницей	318	TS	
