# ПОРЦИЯ ru-146 — 146 из 178. Слова 29001–29200 из 35442 (русская очередь).
# Чем выше слово в списке, тем чаще оно встречается: бросить чтение можно на любой строке.
#
# ОТМЕЧАЙ ТОЛЬКО ОТКАЗЫ. Поставь x в первой колонке у слова, которому не место в клавиатуре;
# всё непомеченное считается принятым. Причину можно дописать тут же: «x имя».
#
# Когда порция дочитана — допиши что угодно после двоеточия в строке ниже и сохрани файл.
# Без этой отметки порция считается непрочитанной, и её слова в приём не пойдут.
# вычитано:
#
# Дальше на компьютере: python3 scripts/review_batches.py collect
#
# колонки: нет | слово | частота | ист | подсказка
#   нет       — «.» не значит ничего; замени на x, чтобы отказать
#   частота   — сколько раз слово встретилось в разговорных корпусах
#   ист       — T Tatoeba (лицензия чистая) · S OpenSubtitles (гранта нет) · TS оба
#   подсказка — стоит только там, где по одному виду слова не решить:
#               «с заглавной 86%» — так часто слово писалось с большой буквы не в начале
#               строки, то есть это, скорее всего, имя; дальше — пример строки или список
#               соседних слов с числом встреч
#
# Примеры в подсказках — предложения из Tatoeba (CC BY 2.0 FR, tatoeba.org). Строк из
# OpenSubtitles здесь нет: лицензии на их распространение не существует (docs/CORPUS-OS.md),
# поэтому оттуда взяты только соседние слова с их числами, а не сам текст.
нет	слово	частота	ист	подсказка
.	качал	167	TS	
.	кровавом	167	S	
.	наступаешь	167	TS	
.	прибрали	167	S	
.	сверим	167	TS	
.	страдай	167	TS	
.	тирания	167	TS	
.	наберитесь	166	TS	
.	нагнись	166	TS	
.	песчинка	166	TS	
.	пробудилась	166	S	
.	проскочит	166	TS	
.	уёбка	166	TS	
.	флоу	166	S	с заглавной 47% · рядом: мистер 24, мистера 14, мой 12
.	чётче	166	TS	
.	безукоризненно	165	TS	
.	гувернанткой	165	S	
.	долгота	165	TS	
.	дуо	165	TS	Сова Дуо учит многим языкам.
.	кинулась	165	TS	
.	припоминать	165	TS	
.	сглаз	165	TS	
.	темница	165	TS	
.	тетушкой	165	S	
.	веды	164	TS	с заглавной 38% · Веды были написаны на санскрите.
.	взъелась	164	TS	
.	заправляешь	164	TS	
.	пометила	164	S	
.	попрут	164	S	
.	пропадем	164	S	
.	расцвести	164	S	
.	фибрилляция	164	S	
.	вздыхаешь	163	TS	
.	взлетай	163	TS	
.	дену	163	TS	
.	доказываю	163	TS	
.	дёрнул	163	TS	
.	кьянти	163	S	с заглавной 57% · рядом: бутылка 9, хорошим 9, через 6
.	мэчсй	163	S	
.	веточка	162	TS	
.	забирался	162	TS	
.	изобьют	162	S	
.	качков	162	S	
.	манипулируешь	162	TS	
.	послужным	162	S	
.	фотографируй	162	TS	
.	япошки	162	S	
.	замеченным	161	TS	
.	пообещаем	161	TS	
.	преступницы	161	S	
.	списала	161	TS	
.	апельсиновым	160	TS	
.	беспощадная	160	TS	
.	витать	160	TS	
.	маргаритки	160	TS	
.	мчусь	160	S	
.	писай	160	TS	
.	рыбацкая	160	TS	
.	хребтом	160	TS	
.	чуйка	160	TS	
.	йака	159	S	
.	колбасит	159	TS	
.	кулис	159	S	
.	лицензированный	159	S	
.	мундиры	159	TS	
.	размерчик	159	S	
.	расстанешься	159	S	
.	рогатки	159	TS	
.	ступила	159	S	
.	чертовыми	159	S	
.	шмотках	159	TS	
.	алкашей	158	S	
.	визажисты	158	S	
.	вынуждать	158	S	
.	гомосексуал	158	TS	
.	дзюцу	158	S	с заглавной 36% · рядом: секси 4, этого 4, призывное 4
.	наносим	158	TS	
.	огорчаться	158	TS	
.	отойдешь	158	S	
.	отпросился	158	TS	
.	расспросил	158	TS	
.	соседской	158	TS	
.	соседушка	158	S	
.	стобой	158	S	
.	командуйте	157	TS	
.	лесбийский	157	S	
.	наигрался	157	TS	
.	отвергнутым	157	TS	
.	перейдете	157	S	
.	поджаренный	157	S	
.	преступниках	157	S	
.	приземлюсь	157	S	
.	просидишь	157	TS	
.	пчелу	157	TS	
.	скопом	157	TS	
.	сокровищница	157	TS	
.	убедят	157	S	
.	гарпии	156	S	с заглавной 47% · рядом: сыны 82, сынов 29, сынам 21
.	заинтересуются	156	S	
.	искорки	156	TS	
.	испробовала	156	TS	
.	отвратительном	156	TS	
.	сведи	156	TS	
.	трансвеститов	156	TS	
.	убился	156	TS	
.	утопления	156	TS	
.	хрупка	156	TS	
.	бодрая	155	S	
.	веское	155	TS	
.	вывалил	155	TS	
.	грешки	155	S	
.	дюилн	155	S	
.	загореться	155	TS	
.	избавляешься	155	S	
.	ласков	155	TS	
.	миновали	155	TS	
.	остаточные	155	S	
.	пахнете	155	S	
.	предвидения	155	TS	
.	валял	154	TS	
.	веслом	154	S	
.	взываем	154	S	
.	грызёт	154	TS	
.	заливу	154	S	
.	надышался	154	TS	
.	некомпетентный	154	TS	
.	палящим	154	TS	
.	прощён	154	TS	
.	сносно	154	TS	
.	андроидов	153	S	
