# ПОРЦИЯ ru-004 — 4 из 178. Слова 601–800 из 35442 (русская очередь).
# Чем выше слово в списке, тем чаще оно встречается: бросить чтение можно на любой строке.
#
# ОТМЕЧАЙ ТОЛЬКО ОТКАЗЫ. Поставь x в первой колонке у слова, которому не место в клавиатуре;
# всё непомеченное считается принятым. Причину можно дописать тут же: «x имя».
#
# Когда порция дочитана — допиши что угодно после двоеточия в строке ниже и сохрани файл.
# Без этой отметки порция считается непрочитанной, и её слова в приём не пойдут.
# вычитано:
#
# Дальше на компьютере: python3 scripts/review_batches.py collect
#
# колонки: нет | слово | частота | ист | подсказка
#   нет       — «.» не значит ничего; замени на x, чтобы отказать
#   частота   — сколько раз слово встретилось в разговорных корпусах
#   ист       — T Tatoeba (лицензия чистая) · S OpenSubtitles (гранта нет) · TS оба
#   подсказка — стоит только там, где по одному виду слова не решить:
#               «с заглавной 86%» — так часто слово писалось с большой буквы не в начале
#               строки, то есть это, скорее всего, имя; дальше — пример строки или список
#               соседних слов с числом встреч
#
# Примеры в подсказках — предложения из Tatoeba (CC BY 2.0 FR, tatoeba.org). Строк из
# OpenSubtitles здесь нет: лицензии на их распространение не существует (docs/CORPUS-OS.md),
# поэтому оттуда взяты только соседние слова с их числами, а не сам текст.
нет	слово	частота	ист	подсказка
.	барахло	2043	TS	
.	опустите	2018	TS	
.	доверься	2013	TS	
.	заставь	2359	TS	
.	посижу	2227	TS	
.	бросаю	2053	TS	
.	забываешь	2033	TS	
.	подарю	2009	TS	
.	защищаешь	2227	TS	
.	пожелаешь	2223	TS	
.	фига	2212	TS	
.	прощаю	2203	TS	
.	убиваешь	2153	TS	
.	славно	2150	TS	
.	присмотри	2085	TS	
.	пропустим	2028	TS	
.	встану	2011	TS	
.	напишешь	1862	TS	
.	учись	2202	TS	
.	потерпи	2149	TS	
.	шишка	2129	TS	
.	горничная	2101	TS	
.	гм	2041	TS	рядом: да 103, ну 83, гм 66
.	выпивкой	1990	TS	
.	обижайся	2090	TS	
.	нравитесь	2073	TS	
.	стряслось	1987	TS	
.	идёте	2185	TS	
.	закажем	1923	TS	
.	молю	1917	TS	
.	просыпаюсь	2294	TS	
.	запиши	2187	TS	
.	врала	2081	TS	
.	ненормальный	2026	TS	
.	придурка	2010	TS	
.	курю	1962	TS	
.	дедуля	1803	TS	
.	спим	1730	TS	
.	старайся	2069	TS	
.	просыпайся	1933	TS	
.	трахать	2044	TS	
.	поднимай	1918	TS	
.	продолжишь	2134	TS	
.	болят	2017	TS	
.	ублюдков	2017	S	
.	умри	1971	TS	
.	трахал	1935	TS	
.	падре	1931	TS	
.	целовались	1885	TS	
.	заканчивай	1949	TS	
.	шлюх	1860	TS	
.	поступаешь	1832	TS	
.	зануда	2052	TS	
.	вспомнишь	2000	TS	
.	починил	1998	TS	
.	наговорил	1850	TS	
.	шутите	1839	TS	
.	мешай	2102	TS	
.	позаботимся	1967	TS	
.	встречаетесь	1956	TS	
.	врёшь	1905	TS	
.	потерплю	1775	TS	
.	погнали	1995	TS	
.	дурой	1854	TS	
.	допущу	1827	TS	
.	вставайте	1802	TS	
.	здрасте	2255	TS	
.	поднимем	2071	TS	
.	прекращай	1986	TS	
.	захотим	1983	TS	
.	опаздываем	1938	TS	
.	бхфь	2131	S	
.	зайдем	2083	TS	
.	разберись	2082	TS	
.	нажми	1911	TS	
.	справляюсь	1884	TS	
.	извинить	1679	TS	
.	пустяки	2020	TS	
.	зацепки	2005	S	
.	поцелую	1738	TS	
.	познакомьтесь	2226	TS	
.	покойник	2084	TS	
.	хренов	2039	TS	
.	глупое	1981	TS	
.	поважнее	1863	TS	
.	огда	1850	S	
.	ерунды	1828	TS	
.	фпх	1825	S	рядом: нб 80, кбй 57, мбжя 53
.	заводи	1709	TS	
.	заберешь	1675	S	
.	поклясться	2031	TS	
.	получи	2015	TS	
.	научишься	2000	TS	
.	начнёшь	1962	TS	
.	голодна	1942	TS	
.	пристрелю	1818	TS	
.	отплатить	1794	TS	
.	соедините	2104	TS	
.	отправишься	2041	TS	
.	лгала	1955	TS	
.	поведу	1924	TS	
.	башке	1838	TS	
.	начистоту	1810	TS	
.	лети	2148	TS	
.	попросим	2125	TS	
.	штукой	2045	TS	
.	побудь	1739	TS	
.	прикинь	1736	TS	
.	шкафчик	1646	TS	
.	заставим	2082	TS	
.	заговорит	2056	TS	
.	придумай	1855	TS	
.	хей	1805	TS	Хей, посоветуешь какой-нибудь новенький недавно вышедший выживач?
.	передашь	1800	TS	
.	денек	1795	TS	
.	залезай	2042	TS	
.	рановато	2026	TS	
.	втянул	1997	TS	
.	проиграешь	1914	TS	
.	сволочи	1906	TS	
.	наденешь	1687	TS	
.	предпочитаешь	2071	TS	
.	достанем	2060	TS	
.	рожденья	2050	TS	
.	жучок	1935	TS	
.	подумываю	1911	TS	
.	мигом	1847	TS	
.	познакомлю	2037	TS	
.	разрешаю	1986	TS	
.	зацени	1920	TS	
.	соскучилась	1815	TS	
.	понадоблюсь	1789	TS	
.	эмм	1766	TS	рядом: да 102, ну 90, нет 77
.	снимаешь	1733	TS	
.	сдамся	1732	TS	
