# ПОРЦИЯ ru-117 — 117 из 178. Слова 23201–23400 из 35442 (русская очередь).
# Чем выше слово в списке, тем чаще оно встречается: бросить чтение можно на любой строке.
#
# ОТМЕЧАЙ ТОЛЬКО ОТКАЗЫ. Поставь x в первой колонке у слова, которому не место в клавиатуре;
# всё непомеченное считается принятым. Причину можно дописать тут же: «x имя».
#
# Когда порция дочитана — допиши что угодно после двоеточия в строке ниже и сохрани файл.
# Без этой отметки порция считается непрочитанной, и её слова в приём не пойдут.
# вычитано:
#
# Дальше на компьютере: python3 scripts/review_batches.py collect
#
# колонки: нет | слово | частота | ист | подсказка
#   нет       — «.» не значит ничего; замени на x, чтобы отказать
#   частота   — сколько раз слово встретилось в разговорных корпусах
#   ист       — T Tatoeba (лицензия чистая) · S OpenSubtitles (гранта нет) · TS оба
#   подсказка — стоит только там, где по одному виду слова не решить:
#               «с заглавной 86%» — так часто слово писалось с большой буквы не в начале
#               строки, то есть это, скорее всего, имя; дальше — пример строки или список
#               соседних слов с числом встреч
#
# Примеры в подсказках — предложения из Tatoeba (CC BY 2.0 FR, tatoeba.org). Строк из
# OpenSubtitles здесь нет: лицензии на их распространение не существует (docs/CORPUS-OS.md),
# поэтому оттуда взяты только соседние слова с их числами, а не сам текст.
нет	слово	частота	ист	подсказка
.	диванчик	190	S	
.	диву	190	TS	
.	ластик	190	TS	
.	подуй	190	TS	
.	скуп	190	TS	
.	суперинтенданта	190	S	
.	уродливо	190	TS	
.	жёнам	189	TS	
.	обыскиваем	189	S	
.	стражем	189	S	с заглавной 38% · рядом: тебя 11, закона 11, севера 10
.	умолчал	189	TS	
.	арендуем	188	TS	
.	выделю	188	TS	
.	соблазну	188	TS	
.	таблеточки	188	S	
.	утешил	188	TS	
.	учудил	188	TS	
.	шалить	188	TS	
.	венчаться	187	TS	
.	вешаться	187	TS	
.	лекари	187	S	
.	надерёт	187	S	
.	тормозам	187	TS	
.	уготована	187	TS	
.	косяка	186	S	
.	преподобная	186	S	
.	пташек	186	S	
.	пустышки	186	TS	
.	свиданка	186	TS	
.	трахала	186	S	
.	четырнадцатый	186	TS	
.	алмазами	185	S	
.	беседовала	185	TS	
.	бесплодной	185	TS	
.	весела	185	TS	
.	достаем	185	S	
.	коричневом	185	TS	
.	соблаговолите	185	TS	
.	счастливчика	185	TS	с заглавной 48% · У счастливчика и петух яйца несёт.
.	шутники	185	TS	
.	ёчщ	185	S	рядом: мйб 23, энб 12, нб 9
.	ерез	184	S	
.	любо	184	TS	
.	незнакомая	184	TS	
.	осторожничать	184	S	
.	палубах	184	S	
.	перебивает	184	TS	
.	сведешь	184	S	
.	созвали	184	S	
.	сумасшествием	184	TS	
.	акробат	183	TS	
.	воспоминании	183	TS	
.	дуновение	183	TS	
.	заволновался	183	TS	
.	загнул	183	TS	
.	занозу	183	TS	
.	кошмарное	183	S	
.	мушкетера	183	S	
.	обалдела	183	TS	
.	переел	183	TS	
.	переодевайтесь	183	TS	
.	промокнуть	183	TS	
.	столького	183	TS	
.	мартышек	182	S	
.	наскучила	182	TS	
.	обнаглели	182	TS	
.	подсесть	182	TS	
.	прошутто	182	S	
.	уделяешь	182	TS	
.	вопил	181	TS	
.	глубоки	181	TS	
.	злому	181	TS	
.	ненормальное	181	TS	
.	объелась	181	TS	
.	пелёнок	181	TS	
.	пиньята	181	S	
.	унд	181	S	рядом: дезгоф 27, таксис 26, фильм 9
.	взбесить	180	S	
.	звездолёт	180	S	
.	мусульманином	180	TS	
.	прокручиваю	180	TS	
.	пурпурное	180	TS	с заглавной 65% · Насекомое не голубое, а пурпурное.
.	распечатай	180	TS	
.	хреновой	180	S	
.	вилять	179	TS	
.	вылетаешь	179	S	
.	заночуем	179	TS	
.	зациклились	179	S	
.	нибуть	179	S	
.	огромно	179	TS	
.	париком	179	S	
.	переодевалась	179	TS	
.	прибегут	179	S	
.	пристаешь	179	TS	
.	распростёртыми	179	TS	
.	татуировке	179	S	
.	гостье	178	S	
.	дайвинга	178	S	
.	допрашиваю	178	S	
.	капиталисты	178	TS	
.	манекена	178	S	
.	ослика	178	TS	
.	отобью	178	S	
.	паёк	178	TS	
.	получки	178	TS	
.	разумов	178	S	
.	трапеции	178	S	
.	хризантемы	178	TS	
.	басы	177	TS	
.	внедрился	177	S	
.	гулянки	177	TS	
.	джингл	177	S	
.	обдолбан	177	S	
.	обезьянкой	177	TS	
.	отыщешь	177	TS	
.	печалиться	177	TS	
.	погасла	177	TS	
.	подействуют	177	TS	
.	покрутить	177	TS	
.	тонула	177	TS	
.	экспрессе	177	TS	
.	возмужал	176	TS	
.	дилемму	176	S	
.	констатирую	176	TS	
.	оглядывался	176	TS	
.	окошка	176	TS	
.	подвесили	176	S	
.	соя	176	TS	Горох, фасоль и соя — это бобовые культуры.
.	сэкономишь	176	TS	
.	гадают	175	S	
.	докладную	175	S	
.	надгробии	175	TS	
.	отолью	175	S	
.	ошеломляет	175	TS	
.	положа	175	TS	
.	ругаешь	175	TS	
.	увидемся	175	S	
.	хвасталась	175	TS	
.	акр	174	S	рядом: один 31, земли 26, целый 12
.	амбициозна	174	TS	
.	заблудшие	174	S	
.	зайчика	174	TS	
.	копах	174	S	
.	отчистить	174	TS	
.	подрабатываешь	174	TS	
.	попадалось	174	TS	
.	прикончите	174	TS	
.	присест	174	TS	
.	сорить	174	TS	
.	уроните	174	TS	
.	утонченная	174	S	
.	юное	174	TS	
.	бесценен	173	TS	
.	вдохновляюще	173	S	
.	звёздах	173	TS	
