# ПОРЦИЯ ru-066 — 66 из 178. Слова 13001–13200 из 35442 (русская очередь).
# Чем выше слово в списке, тем чаще оно встречается: бросить чтение можно на любой строке.
#
# ОТМЕЧАЙ ТОЛЬКО ОТКАЗЫ. Поставь x в первой колонке у слова, которому не место в клавиатуре;
# всё непомеченное считается принятым. Причину можно дописать тут же: «x имя».
#
# Когда порция дочитана — допиши что угодно после двоеточия в строке ниже и сохрани файл.
# Без этой отметки порция считается непрочитанной, и её слова в приём не пойдут.
# вычитано:
#
# Дальше на компьютере: python3 scripts/review_batches.py collect
#
# колонки: нет | слово | частота | ист | подсказка
#   нет       — «.» не значит ничего; замени на x, чтобы отказать
#   частота   — сколько раз слово встретилось в разговорных корпусах
#   ист       — T Tatoeba (лицензия чистая) · S OpenSubtitles (гранта нет) · TS оба
#   подсказка — стоит только там, где по одному виду слова не решить:
#               «с заглавной 86%» — так часто слово писалось с большой буквы не в начале
#               строки, то есть это, скорее всего, имя; дальше — пример строки или список
#               соседних слов с числом встреч
#
# Примеры в подсказках — предложения из Tatoeba (CC BY 2.0 FR, tatoeba.org). Строк из
# OpenSubtitles здесь нет: лицензии на их распространение не существует (docs/CORPUS-OS.md),
# поэтому оттуда взяты только соседние слова с их числами, а не сам текст.
нет	слово	частота	ист	подсказка
.	фермерский	380	TS	
.	факелы	377	S	
.	расцвела	373	TS	
.	бур	366	S	В этом месте бур попал в нефтяной котлован.
.	давеча	364	TS	
.	засажу	363	TS	
.	наслаждаемся	360	TS	
.	отвлёкся	360	TS	
.	детективами	356	TS	
.	заделать	355	TS	
.	закату	355	TS	
.	заложница	355	TS	
.	запустите	352	TS	
.	нитку	352	TS	
.	иголок	349	TS	
.	останавливаюсь	349	TS	
.	поднажми	347	TS	
.	услужить	346	TS	
.	устанет	345	TS	
.	оформлю	344	TS	
.	высажу	339	TS	
.	жо	338	S	с заглавной 77% · рядом: мсье 14, ты 11, сарди 8
.	насладись	338	TS	
.	стгм	338	S	
.	внушать	334	S	
.	дуешься	333	TS	
.	смотаться	333	TS	
.	ранах	332	S	
.	уснет	331	S	
.	анкета	330	TS	
.	слепок	330	TS	
.	нежных	328	TS	
.	прикована	328	TS	
.	свиданию	327	S	
.	тосковать	326	TS	
.	кручусь	325	TS	
.	курице	325	TS	
.	продул	325	TS	
.	настроила	323	TS	
.	заработаете	321	TS	
.	курятнике	321	TS	
.	метеоритный	321	S	
.	молоденьких	320	S	
.	боров	319	TS	
.	набросал	319	TS	
.	наркоторговцы	319	S	
.	подкинула	319	TS	
.	пума	319	TS	с заглавной 36% · Пума больше кошки.
.	олицетворение	318	TS	
.	заинтересуется	317	TS	
.	постричься	317	TS	
.	отзовите	316	TS	
.	раздай	316	TS	
.	шью	316	TS	Я ничего не шью.
.	феей	314	TS	
.	кинозвездой	312	TS	
.	домкрат	311	TS	
.	порулить	310	TS	
.	захлопнулась	309	TS	
.	куску	309	TS	
.	ползает	309	TS	
.	эвфемизм	309	TS	
.	обдумаю	308	TS	
.	упырь	307	TS	
.	добавкой	306	TS	
.	пометить	306	S	
.	перешлю	305	TS	
.	отвалился	304	TS	
.	подделала	304	TS	
