# ПОРЦИЯ ru-145 — 145 из 178. Слова 28801–29000 из 35442 (русская очередь).
# Чем выше слово в списке, тем чаще оно встречается: бросить чтение можно на любой строке.
#
# ОТМЕЧАЙ ТОЛЬКО ОТКАЗЫ. Поставь x в первой колонке у слова, которому не место в клавиатуре;
# всё непомеченное считается принятым. Причину можно дописать тут же: «x имя».
#
# Когда порция дочитана — допиши что угодно после двоеточия в строке ниже и сохрани файл.
# Без этой отметки порция считается непрочитанной, и её слова в приём не пойдут.
# вычитано:
#
# Дальше на компьютере: python3 scripts/review_batches.py collect
#
# колонки: нет | слово | частота | ист | подсказка
#   нет       — «.» не значит ничего; замени на x, чтобы отказать
#   частота   — сколько раз слово встретилось в разговорных корпусах
#   ист       — T Tatoeba (лицензия чистая) · S OpenSubtitles (гранта нет) · TS оба
#   подсказка — стоит только там, где по одному виду слова не решить:
#               «с заглавной 86%» — так часто слово писалось с большой буквы не в начале
#               строки, то есть это, скорее всего, имя; дальше — пример строки или список
#               соседних слов с числом встреч
#
# Примеры в подсказках — предложения из Tatoeba (CC BY 2.0 FR, tatoeba.org). Строк из
# OpenSubtitles здесь нет: лицензии на их распространение не существует (docs/CORPUS-OS.md),
# поэтому оттуда взяты только соседние слова с их числами, а не сам текст.
нет	слово	частота	ист	подсказка
.	отвёрткой	108	TS	
.	отрицаем	108	TS	
.	ошибется	108	S	
.	подожжем	108	S	
.	поручилась	108	S	
.	потакал	108	S	
.	прицепили	108	TS	
.	прокатили	108	S	
.	проклянут	108	S	
.	просидит	108	S	
.	развлекали	108	TS	
.	соперничают	108	TS	
.	сплясать	108	TS	
.	суслики	108	TS	
.	укройся	108	TS	
.	улыбнёшься	108	TS	
.	боготворить	107	S	
.	вжился	107	S	
.	вылезем	107	S	
.	злодейства	107	S	
.	исхудал	107	TS	
.	конвульсиях	107	S	
.	кроватям	107	S	
.	мухлюешь	107	TS	
.	накаляются	107	S	
.	недооценивала	107	S	
.	обеспокоенной	107	TS	
.	оклемался	107	TS	
.	пантерой	107	TS	
.	пепле	107	S	
.	подышите	107	S	
.	постучишь	107	S	
.	приёмчики	107	TS	
.	провожай	107	S	
.	сказочник	107	TS	
.	сортирую	107	S	
.	торчка	107	S	
.	чсьнп	107	S	
.	чулана	107	TS	
.	автомастерскую	106	TS	
.	бабушкину	106	TS	
.	бородатая	106	TS	
.	восхитительного	106	S	
.	выкусите	106	TS	
.	заговори	106	S	
.	картинг	106	S	
.	наступайте	106	TS	
.	невменяемый	106	S	
.	неловком	106	S	
.	оливковую	106	S	
.	оперируем	106	S	
.	прикус	106	TS	
.	пуэрториканцы	106	TS	
.	разборчива	106	TS	
.	разденешься	106	S	
.	ранимым	106	TS	
.	увязалась	106	TS	
.	усыновлением	106	S	
.	хохот	106	TS	
.	циферки	106	S	
.	беднягой	105	S	
.	букетов	105	TS	
.	закинули	105	TS	
.	застолбил	105	TS	
.	затыкаешь	105	TS	
.	интриган	105	TS	
.	колпаке	105	TS	
.	махнули	105	TS	
.	мертвецах	105	S	
.	мустанги	105	S	с заглавной 77% · рядом: вперед 13, вперёд 4, против 3
.	парила	105	TS	
.	первосвященник	105	S	
.	рыбацкие	105	TS	
.	сжимала	105	TS	
.	смоем	105	S	
.	субботнее	105	TS	
.	фитнесу	105	S	
.	чужеземцев	105	TS	
.	базуки	104	S	
.	винным	104	S	
.	ворвемся	104	S	
.	выла	104	TS	
.	горгона	104	TS	с заглавной 79% · рядом: медуза 26, миссис 9, хочет 3
.	догоняем	104	S	
.	достучался	104	S	
.	дрыхнешь	104	TS	
.	задрота	104	S	
.	затемно	104	TS	
.	импотенция	104	S	
.	ковбойскую	104	TS	
.	коррумпированные	104	TS	
.	масляная	104	TS	
.	отменяйте	104	S	
.	передатчиком	104	TS	
.	плюешь	104	S	
.	поработают	104	S	
.	постыдным	104	TS	
.	посыпятся	104	S	
.	привезёте	104	S	
.	прилежная	104	TS	
.	разучить	104	TS	
.	редчайший	104	TS	
.	рулетке	104	S	
.	синтетики	104	TS	
.	сплетник	104	TS	
.	тушеные	104	S	
.	убейся	104	TS	
.	укрой	104	TS	
.	усопшей	104	TS	
.	ухи	104	TS	Для навара для ухи прекрасно подойдёт голова семги или форели.
.	халявный	104	S	
.	цбянефбй	104	S	
.	элементарное	104	S	
.	бксйвют	103	S	
.	бубликов	103	S	
.	возвращала	103	S	
.	волшебницу	103	TS	
.	вывернули	103	S	
.	выпивая	103	S	
.	горна	103	S	
.	грыз	103	TS	
.	доиграем	103	TS	
.	дротиком	103	TS	
.	заплутал	103	TS	
.	лапочкой	103	S	
.	наземь	103	TS	
.	наклеил	103	TS	
.	неудачницы	103	S	
.	нося	103	S	
.	нюхни	103	S	
.	одарённая	103	TS	
.	орудовал	103	S	
.	переигрываешь	103	TS	
.	повышаешь	103	TS	
.	подежурю	103	TS	
.	послушаешься	103	TS	
.	прелюдию	103	S	
.	приемчик	103	S	
.	примитивного	103	S	
.	прихожую	103	TS	
.	репортёрам	103	TS	
.	ржавое	103	TS	
.	ремиссия	235	TS	
.	смылась	230	TS	
.	шлюшку	230	S	
.	пеленг	225	S	
.	списывал	220	TS	
.	треф	216	TS	
.	массажный	214	TS	
.	сворачиваться	214	TS	
.	месьё	213	S	
.	зацепили	211	TS	
.	беруши	210	TS	
.	вырви	210	TS	
.	ложками	209	TS	
.	пробоина	209	TS	
.	продержись	208	TS	
.	ослушалась	207	TS	
.	ковена	205	S	
.	кактусы	204	TS	
.	хромая	203	TS	
.	доверчивая	202	TS	
.	запрем	202	S	
.	наезжаешь	201	S	
.	скатилась	201	TS	
.	поющий	199	TS	
.	спаржа	199	S	
.	заклятые	198	TS	
.	отчаявшихся	198	TS	
.	торгаш	198	S	
.	тройняшки	198	TS	
.	пожимать	196	TS	
.	шотов	196	S	
.	выселят	195	S	
.	грехами	195	TS	
.	восхитительную	194	TS	
.	петушка	194	S	
.	претит	194	TS	
.	грубее	193	TS	
.	расставьте	193	TS	
.	целилась	193	TS	
.	бутылочек	191	S	
.	замышлял	191	S	
.	лошадкой	191	TS	
.	отыскала	191	TS	
.	приведениями	191	S	
.	бесстыжие	187	TS	
.	педофилом	187	S	
.	флягу	187	TS	
.	дару	186	S	с заглавной 42% · рядом: моему 20, своему 17, этому 12
.	добиралась	186	S	
.	зачинщик	186	S	
.	мишке	185	TS	с заглавной 60% · Шишка отлетела — прямо Мишке в лоб!
.	пригодишься	185	TS	
.	скаута	185	S	
.	опюбхкэмн	184	S	с заглавной 75% · рядом: ъ 21, щрн 16, онлмч 7
.	лакеем	183	TS	
.	предаться	183	TS	
.	припёрлись	183	TS	
.	роботе	183	S	
