# ОТКЛОНЕНО машинной приёмкой. Миссия tt-dict-accept, отчёт — docs/DICT-ACCEPT.md.
# Ручной вычитки не было и не будет: оператор 2026-08-24 заменил её машинным правилом.
#
# ПРАВИЛО: слово принимается, если его подтверждает второй независимый источник
# и регистровая улика не выдаёт в нём имя собственное (cap_ratio < 0.50).
#   two-corpora      — встречается и в OpenSubtitles, и в Tatoeba
#   shipped-word     — уже стоит в поставляемом словаре (в очереди таких нет по построению)
#   shipped-paradigm — русский: основа стоит в поставляемом словаре ещё в >= 3 формах
#   single-source    — подтверждения нет: один корпус и ничего больше
#   proper-noun-evidence — >= 0.50 вхождений с заглавной буквы не в начале строки
#
# Колонки — те же, что в очереди, плюс rule и rule_detail. Отклонённые НЕ удалены: изменить
# правило и перезапустить `python3 scripts/dict_accept.py select` — одна команда.
word	heldout_hits	train_freq	train_freq_clean	sources	license_status	cap_ratio	enters_top100k	rule	rule_detail
порвешь	38	258	0	OpenSubtitles	risk-accepted:no-grant	0.00	yes	single-source	OpenSubtitles
сволочей	38	255	0	OpenSubtitles	risk-accepted:no-grant	0.00	yes	single-source	OpenSubtitles
нищими	38	197	0	OpenSubtitles	risk-accepted:no-grant	0.01	yes	single-source	OpenSubtitles
сосет	37	442	0	OpenSubtitles	risk-accepted:no-grant	0.03	yes	single-source	OpenSubtitles
охон	37	411	0	OpenSubtitles	risk-accepted:no-grant	0.38	yes	single-source	OpenSubtitles
папаня	37	397	0	OpenSubtitles	risk-accepted:no-grant	0.09	yes	single-source	OpenSubtitles
взорвут	37	395	0	OpenSubtitles	risk-accepted:no-grant	0.00	yes	single-source	OpenSubtitles
увак	37	393	0	OpenSubtitles	risk-accepted:no-grant	0.00	yes	single-source	OpenSubtitles
милок	37	387	0	OpenSubtitles	risk-accepted:no-grant	0.03	yes	single-source	OpenSubtitles
имбирный	37	381	0	OpenSubtitles	risk-accepted:no-grant	0.02	yes	single-source	OpenSubtitles
сечешь	37	380	0	OpenSubtitles	risk-accepted:no-grant	0.01	yes	single-source	OpenSubtitles
распечатки	37	375	0	OpenSubtitles	risk-accepted:no-grant	0.00	yes	single-source	OpenSubtitles
отморозки	37	372	0	OpenSubtitles	risk-accepted:no-grant	0.01	yes	single-source	OpenSubtitles
стрёме	37	372	0	OpenSubtitles	risk-accepted:no-grant	0.00	yes	single-source	OpenSubtitles
помрет	37	368	0	OpenSubtitles	risk-accepted:no-grant	0.00	yes	single-source	OpenSubtitles
завербовал	37	365	0	OpenSubtitles	risk-accepted:no-grant	0.00	yes	single-source	OpenSubtitles
придурку	37	365	0	OpenSubtitles	risk-accepted:no-grant	0.01	yes	single-source	OpenSubtitles
почище	37	357	0	OpenSubtitles	risk-accepted:no-grant	0.00	yes	single-source	OpenSubtitles
синигами	37	349	0	OpenSubtitles	risk-accepted:no-grant	0.22	yes	single-source	OpenSubtitles
дрэга	37	342	0	OpenSubtitles	risk-accepted:no-grant	0.01	yes	single-source	OpenSubtitles
накидку	37	340	0	OpenSubtitles	risk-accepted:no-grant	0.00	yes	single-source	OpenSubtitles
прогон	37	339	0	OpenSubtitles	risk-accepted:no-grant	0.02	yes	single-source	OpenSubtitles
убийственный	37	337	0	OpenSubtitles	risk-accepted:no-grant	0.06	yes	single-source	OpenSubtitles
брэнда	37	335	0	OpenSubtitles	risk-accepted:no-grant	0.61	yes	proper-noun-evidence	cap_ratio=0.61>=0.50
вышибить	37	332	0	OpenSubtitles	risk-accepted:no-grant	0.00	yes	single-source	OpenSubtitles
пропадешь	37	328	0	OpenSubtitles	risk-accepted:no-grant	0.00	yes	single-source	OpenSubtitles
дрэге	37	322	0	OpenSubtitles	risk-accepted:no-grant	0.01	yes	single-source	OpenSubtitles
салун	37	320	0	OpenSubtitles	risk-accepted:no-grant	0.07	yes	single-source	OpenSubtitles
подставляешь	37	319	0	OpenSubtitles	risk-accepted:no-grant	0.00	yes	single-source	OpenSubtitles
пуки	37	319	5	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.75	yes	proper-noun-evidence	cap_ratio=0.75>=0.50
разобьешь	37	314	0	OpenSubtitles	risk-accepted:no-grant	0.00	yes	single-source	OpenSubtitles
хрустящей	37	314	0	OpenSubtitles	risk-accepted:no-grant	0.01	yes	single-source	OpenSubtitles
подношение	37	313	0	OpenSubtitles	risk-accepted:no-grant	0.01	yes	single-source	OpenSubtitles
проваливать	37	312	0	OpenSubtitles	risk-accepted:no-grant	0.00	yes	single-source	OpenSubtitles
здоровяка	37	308	0	OpenSubtitles	risk-accepted:no-grant	0.14	yes	single-source	OpenSubtitles
утащили	37	308	0	OpenSubtitles	risk-accepted:no-grant	0.00	yes	single-source	OpenSubtitles
отморозков	37	307	0	OpenSubtitles	risk-accepted:no-grant	0.01	yes	single-source	OpenSubtitles
медэксперт	37	305	0	OpenSubtitles	risk-accepted:no-grant	0.01	yes	single-source	OpenSubtitles
завещаю	37	303	0	OpenSubtitles	risk-accepted:no-grant	0.01	yes	single-source	OpenSubtitles
заделался	37	296	0	OpenSubtitles	risk-accepted:no-grant	0.00	yes	single-source	OpenSubtitles
айгу	37	287	0	OpenSubtitles	risk-accepted:no-grant	0.31	yes	single-source	OpenSubtitles
ухажер	37	286	0	OpenSubtitles	risk-accepted:no-grant	0.01	yes	single-source	OpenSubtitles
мультивселенной	37	282	0	OpenSubtitles	risk-accepted:no-grant	0.36	yes	single-source	OpenSubtitles
надумали	37	281	0	OpenSubtitles	risk-accepted:no-grant	0.00	yes	single-source	OpenSubtitles
низа	37	276	0	OpenSubtitles	risk-accepted:no-grant	0.02	yes	single-source	OpenSubtitles
поется	37	274	0	OpenSubtitles	risk-accepted:no-grant	0.00	yes	single-source	OpenSubtitles
выследим	37	273	0	OpenSubtitles	risk-accepted:no-grant	0.00	yes	single-source	OpenSubtitles
выгоним	37	265	0	OpenSubtitles	risk-accepted:no-grant	0.00	yes	single-source	OpenSubtitles
отследите	37	265	0	OpenSubtitles	risk-accepted:no-grant	0.02	yes	single-source	OpenSubtitles
блестками	37	260	0	OpenSubtitles	risk-accepted:no-grant	0.01	yes	single-source	OpenSubtitles
бэйби	37	254	0	OpenSubtitles	risk-accepted:no-grant	0.70	yes	proper-noun-evidence	cap_ratio=0.70>=0.50
избавитесь	37	254	0	OpenSubtitles	risk-accepted:no-grant	0.00	yes	single-source	OpenSubtitles
натуралы	37	253	0	OpenSubtitles	risk-accepted:no-grant	0.00	yes	single-source	OpenSubtitles
покричать	37	250	0	OpenSubtitles	risk-accepted:no-grant	0.00	yes	single-source	OpenSubtitles
люке	37	247	0	OpenSubtitles	risk-accepted:no-grant	0.57	yes	proper-noun-evidence	cap_ratio=0.57>=0.50
червоточины	37	247	0	OpenSubtitles	risk-accepted:no-grant	0.03	yes	single-source	OpenSubtitles
бормотание	37	246	0	OpenSubtitles	risk-accepted:no-grant	0.03	yes	single-source	OpenSubtitles
лепрекон	37	245	0	OpenSubtitles	risk-accepted:no-grant	0.18	yes	single-source	OpenSubtitles
невовремя	37	239	0	OpenSubtitles	risk-accepted:no-grant	0.00	yes	single-source	OpenSubtitles
эпинефрина	37	228	0	OpenSubtitles	risk-accepted:no-grant	0.02	yes	single-source	OpenSubtitles
лошара	37	215	0	OpenSubtitles	risk-accepted:no-grant	0.05	yes	single-source	OpenSubtitles
проглотишь	37	187	0	OpenSubtitles	risk-accepted:no-grant	0.00	yes	single-source	OpenSubtitles
торчок	36	408	0	OpenSubtitles	risk-accepted:no-grant	0.03	yes	single-source	OpenSubtitles
азве	36	390	0	OpenSubtitles	risk-accepted:no-grant	0.00	yes	single-source	OpenSubtitles
мбжя	36	390	0	OpenSubtitles	risk-accepted:no-grant	0.00	yes	single-source	OpenSubtitles
поживешь	36	387	0	OpenSubtitles	risk-accepted:no-grant	0.00	yes	single-source	OpenSubtitles
содрать	36	387	0	OpenSubtitles	risk-accepted:no-grant	0.00	yes	single-source	OpenSubtitles
вытащат	36	385	0	OpenSubtitles	risk-accepted:no-grant	0.00	yes	single-source	OpenSubtitles
ачем	36	380	0	OpenSubtitles	risk-accepted:no-grant	0.00	yes	single-source	OpenSubtitles
екея	36	369	0	OpenSubtitles	risk-accepted:no-grant	0.00	yes	single-source	OpenSubtitles
лхм	36	368	0	OpenSubtitles	risk-accepted:no-grant	0.01	yes	single-source	OpenSubtitles
разыщу	36	368	0	OpenSubtitles	risk-accepted:no-grant	0.00	yes	single-source	OpenSubtitles
душечка	36	365	0	OpenSubtitles	risk-accepted:no-grant	0.28	yes	single-source	OpenSubtitles
уу	36	365	0	OpenSubtitles	risk-accepted:no-grant	0.23	yes	single-source	OpenSubtitles
отследим	36	359	0	OpenSubtitles	risk-accepted:no-grant	0.00	yes	single-source	OpenSubtitles
шабаш	36	357	0	OpenSubtitles	risk-accepted:no-grant	0.09	yes	single-source	OpenSubtitles
утенок	36	354	0	OpenSubtitles	risk-accepted:no-grant	0.28	yes	single-source	OpenSubtitles
вышибала	36	350	0	OpenSubtitles	risk-accepted:no-grant	0.06	yes	single-source	OpenSubtitles
порки	36	346	0	OpenSubtitles	risk-accepted:no-grant	0.45	yes	single-source	OpenSubtitles
заскочила	36	342	0	OpenSubtitles	risk-accepted:no-grant	0.00	yes	single-source	OpenSubtitles
оргию	36	337	0	OpenSubtitles	risk-accepted:no-grant	0.02	yes	single-source	OpenSubtitles
паскуда	36	334	0	OpenSubtitles	risk-accepted:no-grant	0.01	yes	single-source	OpenSubtitles
пенисы	36	331	0	OpenSubtitles	risk-accepted:no-grant	0.01	yes	single-source	OpenSubtitles
повелители	36	324	0	OpenSubtitles	risk-accepted:no-grant	0.64	yes	proper-noun-evidence	cap_ratio=0.64>=0.50
экзорцизма	36	324	0	OpenSubtitles	risk-accepted:no-grant	0.02	yes	single-source	OpenSubtitles
мня	36	323	0	OpenSubtitles	risk-accepted:no-grant	0.07	yes	single-source	OpenSubtitles
акой	36	321	0	OpenSubtitles	risk-accepted:no-grant	0.00	yes	single-source	OpenSubtitles
старушкой	36	321	0	OpenSubtitles	risk-accepted:no-grant	0.01	yes	single-source	OpenSubtitles
сёгуна	36	313	0	OpenSubtitles	risk-accepted:no-grant	0.30	yes	single-source	OpenSubtitles
питчер	36	310	0	OpenSubtitles	risk-accepted:no-grant	0.04	yes	single-source	OpenSubtitles
грубовато	36	296	0	OpenSubtitles	risk-accepted:no-grant	0.00	yes	single-source	OpenSubtitles
паршивых	36	296	0	OpenSubtitles	risk-accepted:no-grant	0.00	yes	single-source	OpenSubtitles
пяепеи	36	295	0	OpenSubtitles	risk-accepted:no-grant	0.00	yes	single-source	OpenSubtitles
заснешь	36	291	0	OpenSubtitles	risk-accepted:no-grant	0.00	yes	single-source	OpenSubtitles
чепухой	36	290	0	OpenSubtitles	risk-accepted:no-grant	0.00	yes	single-source	OpenSubtitles
зависал	36	289	0	OpenSubtitles	risk-accepted:no-grant	0.00	yes	single-source	OpenSubtitles
украдём	36	289	0	OpenSubtitles	risk-accepted:no-grant	0.00	yes	single-source	OpenSubtitles
кайдзю	36	285	0	OpenSubtitles	risk-accepted:no-grant	0.16	yes	single-source	OpenSubtitles
облажается	36	285	0	OpenSubtitles	risk-accepted:no-grant	0.00	yes	single-source	OpenSubtitles
импульсивно	36	284	0	OpenSubtitles	risk-accepted:no-grant	0.00	yes	single-source	OpenSubtitles
прострелить	36	283	0	OpenSubtitles	risk-accepted:no-grant	0.00	yes	single-source	OpenSubtitles
ступней	36	283	0	OpenSubtitles	risk-accepted:no-grant	0.00	yes	single-source	OpenSubtitles
ручонки	36	281	0	OpenSubtitles	risk-accepted:no-grant	0.00	yes	single-source	OpenSubtitles
йюм	36	279	0	OpenSubtitles	risk-accepted:no-grant	0.00	yes	single-source	OpenSubtitles
сутенера	36	279	0	OpenSubtitles	risk-accepted:no-grant	0.01	yes	single-source	OpenSubtitles
снами	36	270	0	OpenSubtitles	risk-accepted:no-grant	0.00	yes	single-source	OpenSubtitles
нркхвмн	36	267	0	OpenSubtitles	risk-accepted:no-grant	0.46	yes	single-source	OpenSubtitles
мстительный	36	265	0	OpenSubtitles	risk-accepted:no-grant	0.03	yes	single-source	OpenSubtitles
ларец	36	264	0	OpenSubtitles	risk-accepted:no-grant	0.10	yes	single-source	OpenSubtitles
хрустящая	36	258	0	OpenSubtitles	risk-accepted:no-grant	0.06	yes	single-source	OpenSubtitles
вдыхает	36	255	0	OpenSubtitles	risk-accepted:no-grant	0.08	yes	single-source	OpenSubtitles
сосредоточусь	36	248	0	OpenSubtitles	risk-accepted:no-grant	0.00	yes	single-source	OpenSubtitles
ранимая	36	236	0	OpenSubtitles	risk-accepted:no-grant	0.00	yes	single-source	OpenSubtitles
пенисе	36	227	0	OpenSubtitles	risk-accepted:no-grant	0.01	yes	single-source	OpenSubtitles
изнасилуют	36	226	0	OpenSubtitles	risk-accepted:no-grant	0.00	yes	single-source	OpenSubtitles
кабуки	36	224	8	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.67	yes	proper-noun-evidence	cap_ratio=0.67>=0.50
пику	36	216	0	OpenSubtitles	risk-accepted:no-grant	0.30	yes	single-source	OpenSubtitles
игрушечные	36	201	0	OpenSubtitles	risk-accepted:no-grant	0.01	yes	single-source	OpenSubtitles
поганец	35	381	0	OpenSubtitles	risk-accepted:no-grant	0.01	yes	single-source	OpenSubtitles
съезжает	35	376	0	OpenSubtitles	risk-accepted:no-grant	0.00	yes	single-source	OpenSubtitles
мюгюд	35	375	0	OpenSubtitles	risk-accepted:no-grant	0.52	yes	proper-noun-evidence	cap_ratio=0.52>=0.50
стервятник	35	375	0	OpenSubtitles	risk-accepted:no-grant	0.36	yes	single-source	OpenSubtitles
зо	35	366	0	OpenSubtitles	risk-accepted:no-grant	0.79	yes	proper-noun-evidence	cap_ratio=0.79>=0.50
суешь	35	362	0	OpenSubtitles	risk-accepted:no-grant	0.00	yes	single-source	OpenSubtitles
изволили	35	353	0	OpenSubtitles	risk-accepted:no-grant	0.00	yes	single-source	OpenSubtitles
эрекции	35	353	0	OpenSubtitles	risk-accepted:no-grant	0.01	yes	single-source	OpenSubtitles
хумус	35	346	0	OpenSubtitles	risk-accepted:no-grant	0.02	yes	single-source	OpenSubtitles
бутон	35	345	0	OpenSubtitles	risk-accepted:no-grant	0.14	yes	single-source	OpenSubtitles
всажу	35	343	0	OpenSubtitles	risk-accepted:no-grant	0.00	yes	single-source	OpenSubtitles
трастовый	35	343	0	OpenSubtitles	risk-accepted:no-grant	0.01	yes	single-source	OpenSubtitles
поручу	35	342	0	OpenSubtitles	risk-accepted:no-grant	0.00	yes	single-source	OpenSubtitles
транквилизатор	35	336	0	OpenSubtitles	risk-accepted:no-grant	0.01	yes	single-source	OpenSubtitles
оденьте	35	333	0	OpenSubtitles	risk-accepted:no-grant	0.01	yes	single-source	OpenSubtitles
буги	35	328	0	OpenSubtitles	risk-accepted:no-grant	0.37	yes	single-source	OpenSubtitles
стикер	35	325	0	OpenSubtitles	risk-accepted:no-grant	0.01	yes	single-source	OpenSubtitles
чуде	35	325	0	OpenSubtitles	risk-accepted:no-grant	0.03	yes	single-source	OpenSubtitles
шлюшки	35	325	0	OpenSubtitles	risk-accepted:no-grant	0.04	yes	single-source	OpenSubtitles
сендвич	35	323	0	OpenSubtitles	risk-accepted:no-grant	0.03	yes	single-source	OpenSubtitles
вскрикивает	35	322	0	OpenSubtitles	risk-accepted:no-grant	0.18	yes	single-source	OpenSubtitles
стриптизерши	35	322	0	OpenSubtitles	risk-accepted:no-grant	0.01	yes	single-source	OpenSubtitles
кретинов	35	308	0	OpenSubtitles	risk-accepted:no-grant	0.01	yes	single-source	OpenSubtitles
брль	35	306	0	OpenSubtitles	risk-accepted:no-grant	0.01	yes	single-source	OpenSubtitles
повелеваю	35	306	0	OpenSubtitles	risk-accepted:no-grant	0.01	yes	single-source	OpenSubtitles
нестрашно	35	305	0	OpenSubtitles	risk-accepted:no-grant	0.00	yes	single-source	OpenSubtitles
оксикодон	35	305	0	OpenSubtitles	risk-accepted:no-grant	0.14	yes	single-source	OpenSubtitles
доверюсь	35	302	0	OpenSubtitles	risk-accepted:no-grant	0.00	yes	single-source	OpenSubtitles
разъезжать	35	300	0	OpenSubtitles	risk-accepted:no-grant	0.00	yes	single-source	OpenSubtitles
сиську	35	298	0	OpenSubtitles	risk-accepted:no-grant	0.00	yes	single-source	OpenSubtitles
синьору	35	297	0	OpenSubtitles	risk-accepted:no-grant	0.01	yes	single-source	OpenSubtitles
отвертка	35	296	0	OpenSubtitles	risk-accepted:no-grant	0.04	yes	single-source	OpenSubtitles
простынях	35	295	0	OpenSubtitles	risk-accepted:no-grant	0.01	yes	single-source	OpenSubtitles
пилатес	35	294	0	OpenSubtitles	risk-accepted:no-grant	0.07	yes	single-source	OpenSubtitles
отследи	35	293	0	OpenSubtitles	risk-accepted:no-grant	0.01	yes	single-source	OpenSubtitles
дюжин	35	292	0	OpenSubtitles	risk-accepted:no-grant	0.01	yes	single-source	OpenSubtitles
ирод	35	287	0	OpenSubtitles	risk-accepted:no-grant	0.64	yes	proper-noun-evidence	cap_ratio=0.64>=0.50
содовая	35	287	0	OpenSubtitles	risk-accepted:no-grant	0.02	yes	single-source	OpenSubtitles
телепортировать	35	287	0	OpenSubtitles	risk-accepted:no-grant	0.00	yes	single-source	OpenSubtitles
помянем	35	280	0	OpenSubtitles	risk-accepted:no-grant	0.01	yes	single-source	OpenSubtitles
потолкуем	35	278	0	OpenSubtitles	risk-accepted:no-grant	0.00	yes	single-source	OpenSubtitles
мочился	35	275	0	OpenSubtitles	risk-accepted:no-grant	0.00	yes	single-source	OpenSubtitles
псйх	35	272	0	OpenSubtitles	risk-accepted:no-grant	0.51	yes	proper-noun-evidence	cap_ratio=0.51>=0.50
букмекер	35	271	0	OpenSubtitles	risk-accepted:no-grant	0.02	yes	single-source	OpenSubtitles
друид	35	271	0	OpenSubtitles	risk-accepted:no-grant	0.35	yes	single-source	OpenSubtitles
влезу	35	267	0	OpenSubtitles	risk-accepted:no-grant	0.00	yes	single-source	OpenSubtitles
топлесс	35	262	0	OpenSubtitles	risk-accepted:no-grant	0.02	yes	single-source	OpenSubtitles
флик	35	262	0	OpenSubtitles	risk-accepted:no-grant	0.67	yes	proper-noun-evidence	cap_ratio=0.67>=0.50
психами	35	258	0	OpenSubtitles	risk-accepted:no-grant	0.00	yes	single-source	OpenSubtitles
бабоньки	35	251	0	OpenSubtitles	risk-accepted:no-grant	0.00	yes	single-source	OpenSubtitles
утех	35	246	0	OpenSubtitles	risk-accepted:no-grant	0.01	yes	single-source	OpenSubtitles
поснимать	35	245	0	OpenSubtitles	risk-accepted:no-grant	0.00	yes	single-source	OpenSubtitles
фигурально	35	240	0	OpenSubtitles	risk-accepted:no-grant	0.00	yes	single-source	OpenSubtitles
тамале	35	236	0	OpenSubtitles	risk-accepted:no-grant	0.10	yes	single-source	OpenSubtitles
ганаш	35	232	0	OpenSubtitles	risk-accepted:no-grant	0.40	yes	single-source	OpenSubtitles
билась	35	231	0	OpenSubtitles	risk-accepted:no-grant	0.00	yes	single-source	OpenSubtitles
волчонок	35	231	0	OpenSubtitles	risk-accepted:no-grant	0.17	yes	single-source	OpenSubtitles
дуреха	35	231	0	OpenSubtitles	risk-accepted:no-grant	0.01	yes	single-source	OpenSubtitles
жрал	35	229	0	OpenSubtitles	risk-accepted:no-grant	0.00	yes	single-source	OpenSubtitles
звини	35	227	0	OpenSubtitles	risk-accepted:no-grant	0.00	yes	single-source	OpenSubtitles
силь	35	223	2	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.66	yes	proper-noun-evidence	cap_ratio=0.66>=0.50
мисье	35	222	0	OpenSubtitles	risk-accepted:no-grant	0.16	yes	single-source	OpenSubtitles
дегенерат	35	218	0	OpenSubtitles	risk-accepted:no-grant	0.01	yes	single-source	OpenSubtitles
укольчик	35	217	0	OpenSubtitles	risk-accepted:no-grant	0.01	yes	single-source	OpenSubtitles
прижму	35	216	0	OpenSubtitles	risk-accepted:no-grant	0.00	yes	single-source	OpenSubtitles
подставит	35	212	0	OpenSubtitles	risk-accepted:no-grant	0.00	yes	single-source	OpenSubtitles
укромном	35	209	0	OpenSubtitles	risk-accepted:no-grant	0.01	yes	single-source	OpenSubtitles
натворит	35	200	0	OpenSubtitles	risk-accepted:no-grant	0.00	yes	single-source	OpenSubtitles
гримёрке	35	199	0	OpenSubtitles	risk-accepted:no-grant	0.00	yes	single-source	OpenSubtitles
споет	34	458	0	OpenSubtitles	risk-accepted:no-grant	0.01	yes	single-source	OpenSubtitles
жиголо	34	426	0	OpenSubtitles	risk-accepted:no-grant	0.01	yes	single-source	OpenSubtitles
аневризма	34	416	0	OpenSubtitles	risk-accepted:no-grant	0.01	yes	single-source	OpenSubtitles
изгой	34	397	0	OpenSubtitles	risk-accepted:no-grant	0.08	yes	single-source	OpenSubtitles
гниет	34	380	0	OpenSubtitles	risk-accepted:no-grant	0.00	yes	single-source	OpenSubtitles
запястьях	34	376	0	OpenSubtitles	risk-accepted:no-grant	0.00	yes	single-source	OpenSubtitles
метамфетамин	34	374	0	OpenSubtitles	risk-accepted:no-grant	0.02	yes	single-source	OpenSubtitles
онунфе	34	374	0	OpenSubtitles	risk-accepted:no-grant	0.78	yes	proper-noun-evidence	cap_ratio=0.78>=0.50
гувернантка	34	361	0	OpenSubtitles	risk-accepted:no-grant	0.01	yes	single-source	OpenSubtitles
пробью	34	358	0	OpenSubtitles	risk-accepted:no-grant	0.00	yes	single-source	OpenSubtitles
дааа	34	356	0	OpenSubtitles	risk-accepted:no-grant	0.20	yes	single-source	OpenSubtitles
подрывник	34	348	0	OpenSubtitles	risk-accepted:no-grant	0.05	yes	single-source	OpenSubtitles
сфокусируйся	34	344	0	OpenSubtitles	risk-accepted:no-grant	0.02	yes	single-source	OpenSubtitles
мужественность	34	338	0	OpenSubtitles	risk-accepted:no-grant	0.00	yes	single-source	OpenSubtitles
отрублю	34	333	0	OpenSubtitles	risk-accepted:no-grant	0.00	yes	single-source	OpenSubtitles
отступим	34	329	0	OpenSubtitles	risk-accepted:no-grant	0.00	yes	single-source	OpenSubtitles
узреть	34	325	0	OpenSubtitles	risk-accepted:no-grant	0.01	yes	single-source	OpenSubtitles
фора	34	322	0	OpenSubtitles	risk-accepted:no-grant	0.10	yes	single-source	OpenSubtitles
сучий	34	318	0	OpenSubtitles	risk-accepted:no-grant	0.02	yes	single-source	OpenSubtitles
воротнички	34	317	1	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.53	yes	proper-noun-evidence	cap_ratio=0.53>=0.50
пеленки	34	316	0	OpenSubtitles	risk-accepted:no-grant	0.00	yes	single-source	OpenSubtitles
заправлял	34	312	0	OpenSubtitles	risk-accepted:no-grant	0.01	yes	single-source	OpenSubtitles
торчала	34	310	0	OpenSubtitles	risk-accepted:no-grant	0.00	yes	single-source	OpenSubtitles
улетишь	34	308	0	OpenSubtitles	risk-accepted:no-grant	0.00	yes	single-source	OpenSubtitles
велите	34	306	0	OpenSubtitles	risk-accepted:no-grant	0.00	yes	single-source	OpenSubtitles
ачжумма	34	301	0	OpenSubtitles	risk-accepted:no-grant	0.06	yes	single-source	OpenSubtitles
выследила	34	300	0	OpenSubtitles	risk-accepted:no-grant	0.00	yes	single-source	OpenSubtitles
рейнджера	34	298	0	OpenSubtitles	risk-accepted:no-grant	0.34	yes	single-source	OpenSubtitles
натравил	34	296	0	OpenSubtitles	risk-accepted:no-grant	0.00	yes	single-source	OpenSubtitles
феромоны	34	294	0	OpenSubtitles	risk-accepted:no-grant	0.00	yes	single-source	OpenSubtitles
обыщут	34	293	0	OpenSubtitles	risk-accepted:no-grant	0.00	yes	single-source	OpenSubtitles
дас	34	292	0	OpenSubtitles	risk-accepted:no-grant	0.63	yes	proper-noun-evidence	cap_ratio=0.63>=0.50
кибер	34	291	0	OpenSubtitles	risk-accepted:no-grant	0.32	yes	single-source	OpenSubtitles
мошонку	34	291	0	OpenSubtitles	risk-accepted:no-grant	0.01	yes	single-source	OpenSubtitles
подготовьтесь	34	290	0	OpenSubtitles	risk-accepted:no-grant	0.01	yes	single-source	OpenSubtitles
пилигрим	34	288	0	OpenSubtitles	risk-accepted:no-grant	0.43	yes	single-source	OpenSubtitles
матушкой	34	284	0	OpenSubtitles	risk-accepted:no-grant	0.05	yes	single-source	OpenSubtitles
упекут	34	284	0	OpenSubtitles	risk-accepted:no-grant	0.00	yes	single-source	OpenSubtitles
херам	34	281	0	OpenSubtitles	risk-accepted:no-grant	0.01	yes	single-source	OpenSubtitles
смылись	34	279	0	OpenSubtitles	risk-accepted:no-grant	0.00	yes	single-source	OpenSubtitles
хрьсчей	34	279	0	OpenSubtitles	risk-accepted:no-grant	0.00	yes	single-source	OpenSubtitles
инцест	34	275	0	OpenSubtitles	risk-accepted:no-grant	0.02	yes	single-source	OpenSubtitles
снесёт	34	275	0	OpenSubtitles	risk-accepted:no-grant	0.00	yes	single-source	OpenSubtitles
мятные	34	274	0	OpenSubtitles	risk-accepted:no-grant	0.02	yes	single-source	OpenSubtitles
румпель	34	274	0	OpenSubtitles	risk-accepted:no-grant	0.78	yes	proper-noun-evidence	cap_ratio=0.78>=0.50
хорек	34	273	0	OpenSubtitles	risk-accepted:no-grant	0.11	yes	single-source	OpenSubtitles
музой	34	271	0	OpenSubtitles	risk-accepted:no-grant	0.07	yes	single-source	OpenSubtitles
клевое	34	267	0	OpenSubtitles	risk-accepted:no-grant	0.01	yes	single-source	OpenSubtitles
мейл	34	265	0	OpenSubtitles	risk-accepted:no-grant	0.24	yes	single-source	OpenSubtitles
выпишем	34	261	0	OpenSubtitles	risk-accepted:no-grant	0.00	yes	single-source	OpenSubtitles
яйце	34	257	0	OpenSubtitles	risk-accepted:no-grant	0.02	yes	single-source	OpenSubtitles
купидона	34	255	2	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.80	yes	proper-noun-evidence	cap_ratio=0.80>=0.50
конклав	34	254	0	OpenSubtitles	risk-accepted:no-grant	0.56	yes	proper-noun-evidence	cap_ratio=0.56>=0.50
растоптать	34	254	0	OpenSubtitles	risk-accepted:no-grant	0.00	yes	single-source	OpenSubtitles
пирсу	34	253	1	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.62	yes	proper-noun-evidence	cap_ratio=0.62>=0.50
роме	34	252	1	OpenSubtitles+Tatoeba	clean:CC-BY-2.0-FR	0.60	yes	proper-noun-evidence	cap_ratio=0.60>=0.50
укротить	34	252	0	OpenSubtitles	risk-accepted:no-grant	0.00	yes	single-source	OpenSubtitles
накачала	34	250	0	OpenSubtitles	risk-accepted:no-grant	0.00	yes	single-source	OpenSubtitles
утонем	34	250	0	OpenSubtitles	risk-accepted:no-grant	0.01	yes	single-source	OpenSubtitles
сценку	34	249	0	OpenSubtitles	risk-accepted:no-grant	0.00	yes	single-source	OpenSubtitles
фата	34	248	0	OpenSubtitles	risk-accepted:no-grant	0.40	yes	single-source	OpenSubtitles
картели	34	246	0	OpenSubtitles	risk-accepted:no-grant	0.03	yes	single-source	OpenSubtitles
взбредет	34	235	0	OpenSubtitles	risk-accepted:no-grant	0.00	yes	single-source	OpenSubtitles
поджарили	34	233	0	OpenSubtitles	risk-accepted:no-grant	0.00	yes	single-source	OpenSubtitles
фак	34	230	0	OpenSubtitles	risk-accepted:no-grant	0.35	yes	single-source	OpenSubtitles
виагру	34	226	0	OpenSubtitles	risk-accepted:no-grant	0.35	yes	single-source	OpenSubtitles
нарекаю	34	218	0	OpenSubtitles	risk-accepted:no-grant	0.00	yes	single-source	OpenSubtitles
переоденешься	34	218	0	OpenSubtitles	risk-accepted:no-grant	0.00	yes	single-source	OpenSubtitles
