# ПОРЦИЯ tt-001 — 1 из 19. Слова 1–200 из 3734 (татарская очередь).
# Чем выше слово в списке, тем чаще оно встречается: бросить чтение можно на любой строке.
#
# ОТМЕЧАЙ ТОЛЬКО ОТКАЗЫ. Поставь x в первой колонке у слова, которому не место в клавиатуре;
# всё непомеченное считается принятым. Причину можно дописать тут же: «x имя».
#
# Когда порция дочитана — допиши что угодно после двоеточия в строке ниже и сохрани файл.
# Без этой отметки порция считается непрочитанной, и её слова в приём не пойдут.
# вычитано:
#
# Дальше на компьютере: python3 scripts/review_batches.py collect
#
# колонки: нет | слово | частота | ист | подсказка
#   нет       — «.» не значит ничего; замени на x, чтобы отказать
#   частота   — сколько раз слово встретилось в разговорных корпусах
#   ист       — T Tatoeba (лицензия чистая) · S OpenSubtitles (гранта нет) · TS оба
#   подсказка — стоит только там, где по одному виду слова не решить:
#               «с заглавной 86%» — так часто слово писалось с большой буквы не в начале
#               строки, то есть это, скорее всего, имя; дальше — пример строки или список
#               соседних слов с числом встреч
#
# Примеры в подсказках — предложения из Tatoeba (CC BY 2.0 FR, tatoeba.org). Строк из
# OpenSubtitles здесь нет: лицензии на их распространение не существует (docs/CORPUS-OS.md),
# поэтому оттуда взяты только соседние слова с их числами, а не сам текст.
нет	слово	частота	ист	подсказка
.	янни	21	T	с заглавной 100% · Янни ураза тотмый.
.	очабыз	20	S	
.	булыштың	15	TS	
.	диегез	15	TS	
.	чиксезлек	14	S	
.	дидеме	11	TS	
.	кайгырт	11	TS	
.	сөйлисеңме	11	TS	
.	этәргечләр	11	S	
.	әйтәсезме	10	TS	
.	оу	8	S	рядом: еланкай 1, синеке 1, нәрсә 1
.	сөйләшкәнемне	8	TS	
.	тәмамла	8	S	
.	чистарт	8	TS	
.	бла	5	S	рядом: бла 6, турындагы 1, нәрсә 1
.	сихерләү	5	TS	
.	артыңа	4	TS	
.	галәмнәр	4	S	
.	мэринең	4	T	с заглавной 100% · Мэринең ишетүе бик үткен.
.	симуляциядә	4	S	
.	зири	56	T	с заглавной 100% · Зири — педофил.
.	ярармы	50	S	
.	мондамы	39	TS	
.	капы	34	S	
.	тотын	33	TS	
.	алдадың	32	TS	
.	кулларыңны	32	TS	
.	күрмәдеңме	32	TS	
.	үләчәкбез	30	TS	
.	үләчәксең	28	TS	
.	эшләгәнеңне	27	TS	
.	алмыйсыңмы	24	TS	
.	андамы	23	TS	
.	джунгли	23	S	
.	сүндер	23	TS	
.	аңладың	22	TS	
.	алдадым	21	TS	
.	анджелеска	20	S	
.	ишетәсезме	20	TS	
.	коралыңны	20	S	
.	дустыңны	19	TS	
.	куркасыңмы	19	TS	
.	саубул	19	S	
.	танышмы	19	TS	
.	әйтмәдегез	19	TS	
.	босс	18	TS	
.	әйткәнемне	18	TS	
.	кыланма	17	TS	
.	сөйләшәме	17	TS	
.	уйламадыңмы	17	TS	
.	җыенасыңмы	17	TS	
.	комачаулама	16	TS	
.	әйттеңме	16	TS	
.	теләдеңме	13	S	
.	шаяртам	13	TS	
.	җыендың	13	S	
.	эчик	12	TS	
.	алдама	11	TS	
.	анджелес	11	S	
.	сөйләштеңме	11	TS	
.	очам	10	TS	
.	барачаксың	9	TS	
.	бернишли	9	S	
.	коткардыгыз	9	S	
.	бирегезче	8	TS	
.	капыга	8	S	
.	дайсон	7	S	с заглавной 100% · рядом: әфәнде 6, көн 1, беннет 1
.	мандалорлы	7	S	
.	синекеме	7	TS	
.	утыртыгыз	7	TS	
.	йот	6	TS	рядом: әйдә 2, чокырдан 1, юк 1
.	качабыз	6	S	
.	китерермен	6	TS	
.	очышта	6	S	
.	һеймдалл	6	S	
.	аңламыйсыңмы	5	TS	
.	булмаячакмын	5	TS	
.	бәйләнәсең	5	TS	
.	кэсс	5	S	с заглавной 100% · рядом: әнчек 1, кассандра 1, кейн 1
.	параличланган	5	S	
.	синекеннән	5	TS	
.	сөйләгәнеңне	5	TS	
.	атмагыз	4	TS	
.	барнсны	4	S	с заглавной 100% · рядом: төркем 1, кем 1, ваканда 1
.	мутант	4	S	
.	сәгатем	4	TS	
.	туйдыңмы	4	TS	
.	тылсымнары	4	S	с заглавной 50% · рядом: диңгез 7, биюе 1, биюеләре 1
.	кызыксынмыйм	3	T	
.	моңарда	3	T	
.	трансиверны	3	S	
.	аңладыңмы	35	TS	
.	әйбәтме	33	S	
.	мәчкәй	32	TS	
.	булмыйчак	31	S	
.	таптыңмы	31	TS	
.	ох	29	TS	с заглавной 100% · рядом: юк 2, син 2, чынлап 2
.	сөйләшәсеңме	27	TS	
.	татлым	27	S	
.	үлдең	27	S	
.	таптыгызмы	25	TS	
.	коткардым	24	TS	
.	селкенмә	24	S	
.	сөйләрсең	23	TS	
.	тынычланыгыз	22	TS	
.	йокладым	18	TS	
.	корабтагы	18	S	
.	куштың	18	TS	
.	көтәрмен	18	TS	
.	ошыйсың	18	TS	
.	сөйләшмим	18	TS	
.	әнчек	18	TS	
.	тарт	17	TS	
.	үлдем	17	S	
.	үтерәчәкмен	17	S	
.	мәгарәләргә	16	S	
.	супербатыр	16	S	
.	булганыңны	15	TS	
.	маңка	15	TS	
.	минме	15	TS	
.	җибәрмә	15	TS	
.	бозар	14	T	
.	кайгыртам	14	TS	
.	калачаксың	14	TS	
.	китүеңне	14	TS	
.	уйламыйсыңмы	14	TS	
.	шикәрсез	14	TS	
.	ясадың	14	TS	
.	яхшыракмы	14	TS	
.	исерекбаш	13	TS	
.	сөйләдең	13	TS	
.	эшләдеңме	13	TS	
.	клерның	12	S	с заглавной 100% · рядом: батканын 4, суда 4, имплантын 1
.	күргәнемне	12	TS	
.	сагыначакмын	12	S	
.	сөйләмәдең	12	TS	
.	әйтәчәксең	12	S	
.	белмәдең	11	TS	
.	булганымны	11	TS	
.	гаепләмә	11	TS	
.	гоблин	11	S	с заглавной 71% · рядом: яшел 6, үтерде 2, баглга 1
.	карадыңмы	11	TS	
.	кыс	11	TS	рядом: катырак 3, ныклап 3, күзеңне 1
.	сүндерегез	11	TS	
.	тырыштың	11	TS	
.	югалыгыз	11	S	
.	үтермәдем	11	S	
.	ачмы	10	TS	
.	ашарбыз	10	TS	
.	итәчәксең	10	S	
.	кабатлагыз	10	TS	
.	кикрикүк	10	TS	с заглавной 50% · Тавык “кикрикүк” дигән белән әтәч булмас.
.	синди	10	S	с заглавной 100% · рядом: су 1, кайда 1, булсаң 1
.	суккыры	10	TS	
.	ялгызмы	10	TS	
.	алачаксыңмы	9	S	
.	асрама	9	S	
.	аңлыйсыңдыр	9	S	
.	аңыңны	9	TS	
.	белгәнче	9	S	
.	ишеткәнең	9	TS	
.	киләсеңме	9	TS	
.	куркыттың	9	TS	
.	күренмәү	9	S	
.	көтәсеңме	9	TS	
.	төзәт	9	TS	
