# ПОРЦИЯ tt-008 — 8 из 19. Слова 1401–1600 из 3734 (татарская очередь).
# Чем выше слово в списке, тем чаще оно встречается: бросить чтение можно на любой строке.
#
# ОТМЕЧАЙ ТОЛЬКО ОТКАЗЫ. Поставь x в первой колонке у слова, которому не место в клавиатуре;
# всё непомеченное считается принятым. Причину можно дописать тут же: «x имя».
#
# Когда порция дочитана — допиши что угодно после двоеточия в строке ниже и сохрани файл.
# Без этой отметки порция считается непрочитанной, и её слова в приём не пойдут.
# вычитано:
#
# Дальше на компьютере: python3 scripts/review_batches.py collect
#
# колонки: нет | слово | частота | ист | подсказка
#   нет       — «.» не значит ничего; замени на x, чтобы отказать
#   частота   — сколько раз слово встретилось в разговорных корпусах
#   ист       — T Tatoeba (лицензия чистая) · S OpenSubtitles (гранта нет) · TS оба
#   подсказка — стоит только там, где по одному виду слова не решить:
#               «с заглавной 86%» — так часто слово писалось с большой буквы не в начале
#               строки, то есть это, скорее всего, имя; дальше — пример строки или список
#               соседних слов с числом встреч
#
# Примеры в подсказках — предложения из Tatoeba (CC BY 2.0 FR, tatoeba.org). Строк из
# OpenSubtitles здесь нет: лицензии на их распространение не существует (docs/CORPUS-OS.md),
# поэтому оттуда взяты только соседние слова с их числами, а не сам текст.
нет	слово	частота	ист	подсказка
.	бран	6	S	
.	букчамны	6	TS	
.	букчаны	6	TS	
.	бушат	6	TS	
.	бүлдерәм	6	TS	
.	бүлмәм	6	TS	
.	бүлмәмне	6	TS	
.	бәдрәфтән	6	S	
.	бәрдем	6	TS	
.	ваттым	6	TS	
.	даның	6	T	
.	десертка	6	TS	
.	джеф	6	S	с заглавной 100% · рядом: хәтфә 1, картайган 1, урамга 1
.	дустыбызны	6	S	
.	идарәсез	6	TS	
.	итмик	6	TS	
.	итмәдең	6	TS	
.	ишегез	6	TS	
.	йокладың	6	S	
.	йөзеңдә	6	TS	
.	кайтарасың	6	S	
.	кайтмыйбыз	6	TS	
.	кайтмыйчак	6	S	
.	кайтуыңа	6	TS	
.	канта	6	S	с заглавной 100% · рядом: мени 1, ашыграк 1, безгә 1
.	карамадыгыз	6	TS	
.	караҗимеш	6	TS	
.	карганың	6	T	
.	керешик	6	S	
.	керәсеңме	6	TS	
.	кесәне	6	S	
.	кешеләрме	6	TS	
.	килмәсәгез	6	TS	
.	киләбезме	6	S	
.	киләчәкме	6	TS	
.	китермисең	6	S	
.	клэр	6	S	с заглавной 100% · рядом: о 1, анда 1, бала 1
.	костюмым	6	TS	
.	кулландың	6	S	
.	кулланмадым	6	TS	
.	куркытасың	6	TS	
.	курыксаң	6	TS	
.	куштыгыз	6	TS	
.	кушылсам	6	TS	
.	күзлегемне	6	TS	
.	күренгәнен	6	TS	
.	күрендең	6	TS	
.	күтеңә	6	S	
.	көтсәң	6	TS	
.	көтәсезме	6	TS	
.	көчәнергә	6	S	
.	ләззәтләнегез	6	TS	
.	марика	6	T	с заглавной 100% · Кем соң бу Марика?
.	менсә	6	T	
.	мидтаун	6	S	с заглавной 100% · рядом: хай 1, ләкин 1, хайда 1
.	митч	6	S	с заглавной 100% · рядом: хендерсон 2, җибәрдең 1
.	мәгарәләрдә	6	S	
.	нейтан	6	S	с заглавной 100% · рядом: үзе 1, кайдан 1, кайда 1
.	нишличәксең	6	S	
.	нишлә	6	TS	
.	номи	6	S	с заглавной 100% · рядом: шөгельләнәсең 1, моңа 1, таныш 1
.	онытачак	6	TS	
.	оныттыгызмы	6	TS	
.	онытыйк	6	TS	
.	осталыгың	6	TS	
.	очмыйм	6	TS	
.	очтыгыз	6	S	
.	паспортым	6	T	
.	пикник	6	S	
.	проблемаларым	6	T	
.	проблемаң	6	T	
.	роудс	6	S	с заглавной 100% · рядом: полковник 1, чистарту 1, ничек 1
.	рәнҗетмәс	6	TS	
.	сайланганнар	6	S	
.	саминың	6	T	с заглавной 100% · Саминың укытучысы бик яхшы иде.
.	санама	6	TS	
.	сасыган	6	TS	
.	себеркене	6	S	
.	сикердем	6	S	
.	сикерәсең	6	S	
.	симерсә	6	T	
.	скафандрда	6	S	
.	скипетрны	6	S	
.	сорадыңмы	6	TS	
.	сорамадылар	6	TS	
.	сорауларыңа	6	TS	
.	соустагы	6	S	
.	сәдәпне	6	S	
.	сөйләмәсәң	6	TS	
.	сөйләшмибез	6	TS	
.	сөйләштегез	6	TS	
.	тартай	6	T	
.	тартмачы	6	S	
.	теләвеңне	6	TS	
.	тешләрем	6	TS	
.	тишәргә	6	S	
.	туктыйсыңмы	6	S	
.	тәмамламадым	6	TS	
.	уең	6	TS	Куең булмаса, байлыкта уең да булмас.
.	уйламас	6	TS	
.	уйныйсыңмы	6	TS	
.	урладыгыз	6	TS	
.	утырдыңмы	6	TS	
.	уяныгыз	6	TS	
.	фургонны	6	S	
.	чизбургер	6	S	
.	чистамы	6	TS	
.	чәчеңне	6	TS	
.	шатлан	6	TS	
.	шаярттым	6	TS	
.	ышандың	6	S	
.	эләктеңме	6	S	
.	эсперантода	6	T	
.	этеңне	6	TS	
.	этәргечләрне	6	S	
.	эчмәгез	6	TS	
.	эчәсегез	6	TS	
.	эшләвең	6	T	
.	эшләгәнең	6	TS	
.	югалтам	6	TS	
.	югалтсаң	6	TS	
