# ПОРЦИЯ tt-011 — 11 из 19. Слова 2001–2200 из 3734 (татарская очередь).
# Чем выше слово в списке, тем чаще оно встречается: бросить чтение можно на любой строке.
#
# ОТМЕЧАЙ ТОЛЬКО ОТКАЗЫ. Поставь x в первой колонке у слова, которому не место в клавиатуре;
# всё непомеченное считается принятым. Причину можно дописать тут же: «x имя».
#
# Когда порция дочитана — допиши что угодно после двоеточия в строке ниже и сохрани файл.
# Без этой отметки порция считается непрочитанной, и её слова в приём не пойдут.
# вычитано:
#
# Дальше на компьютере: python3 scripts/review_batches.py collect
#
# колонки: нет | слово | частота | ист | подсказка
#   нет       — «.» не значит ничего; замени на x, чтобы отказать
#   частота   — сколько раз слово встретилось в разговорных корпусах
#   ист       — T Tatoeba (лицензия чистая) · S OpenSubtitles (гранта нет) · TS оба
#   подсказка — стоит только там, где по одному виду слова не решить:
#               «с заглавной 86%» — так часто слово писалось с большой буквы не в начале
#               строки, то есть это, скорее всего, имя; дальше — пример строки или список
#               соседних слов с числом встреч
#
# Примеры в подсказках — предложения из Tatoeba (CC BY 2.0 FR, tatoeba.org). Строк из
# OpenSubtitles здесь нет: лицензии на их распространение не существует (docs/CORPUS-OS.md),
# поэтому оттуда взяты только соседние слова с их числами, а не сам текст.
нет	слово	частота	ист	подсказка
.	кабыргам	4	TS	
.	кайгыртачакмын	4	S	
.	кайгыртырмын	4	S	
.	кайгыңны	4	S	
.	кайнармы	4	TS	
.	кайтарачаксың	4	TS	
.	кайтарсаң	4	TS	
.	кайтасыгыз	4	S	
.	кайтканыңны	4	S	
.	какма	4	TS	
.	калдырасыңмы	4	TS	
.	калдырганмын	4	TS	
.	калдыргансың	4	TS	
.	калдырмассыңмы	4	S	
.	калтырады	4	TS	
.	камерасын	4	TS	
.	капкачында	4	TS	
.	капкын	4	S	
.	капкында	4	S	
.	каплан	4	TS	с заглавной 75% · Йөзең белән йөзтүбән каплан!
.	караганыгызны	4	TS	
.	карамыйсыз	4	TS	
.	карарым	4	TS	
.	кардиостимулятор	4	S	
.	карын	4	TS	
.	катышым	4	S	
.	качаргамы	4	S	
.	квинджет	4	S	
.	квинс	4	S	с заглавной 100% · рядом: әй 1, уинфорд 1, трибунасы 1
.	кейста	4	S	
.	керне	4	S	
.	киборг	4	TS	
.	киемнәрегезне	4	TS	
.	кикерек	4	S	
.	килештекме	4	TS	
.	килмәссең	4	TS	
.	киселдем	4	TS	
.	китмичәк	4	S	
.	китмәдең	4	TS	
.	китмәссең	4	TS	
.	китмәсәң	4	TS	
.	китүегезне	4	TS	
.	китәсезме	4	TS	
.	кичердегез	4	S	
.	кларнетта	4	T	
.	койрыгында	4	TS	
.	колагым	4	TS	
.	комикслар	4	TS	
.	компьютерымны	4	T	
.	корвет	4	S	с заглавной 100% · рядом: бии 1, кобрага 1, әйтик 1
.	корги	4	S	
.	кормас	4	T	
.	коронавирус	4	T	
.	коронавирустан	4	T	
.	косасым	4	T	
.	космопортка	4	S	
.	коткармас	4	S	
.	коткарсалар	4	S	
.	коткарырсыз	4	S	
.	коточыргыч	4	TS	
.	кофеин	4	TS	
.	кузгал	4	TS	
.	кулдаш	4	S	
.	кулландыңмы	4	TS	
.	кулланыйк	4	S	
.	кулчатырны	4	TS	
.	кунмас	4	T	
.	куркакның	4	T	
.	куркынычмы	4	TS	
.	курыкмыйсың	4	TS	
.	курыктыңмы	4	TS	
.	кызыңа	4	TS	
.	кыймылда	4	TS	
.	кыйнадым	4	S	
.	кыны	4	TS	
.	кырынганда	4	TS	
.	кырынырга	4	TS	
.	кыскыч	4	S	
.	кычкырдың	4	TS	
.	кычкырмагыз	4	TS	
.	кэн	4	T	с заглавной 100% · Сине Кэн эзли иде.
.	күкри	4	TS	
.	күпертмәне	4	S	
.	күпмедә	4	T	
.	күрек	4	TS	
.	күремем	4	T	
.	күренешме	4	T	
.	күрсәтәсеңме	4	TS	
.	күрүеңне	4	TS	
.	күрәчәксез	4	S	
.	күрәчәксең	4	S	
.	күчергеч	4	S	
.	күчерәм	4	S	
.	кәефеңне	4	S	
.	көзгене	4	TS	
.	көлне	4	S	
.	көтсен	4	TS	
.	лимбо	4	S	
.	ллойд	4	S	с заглавной 100% · рядом: кристофер 1, туташ 1, уолтер 1
.	максны	4	S	с заглавной 100% · рядом: ярга 1, күрергә 1, мин 1
.	маллиган	4	S	с заглавной 100% · рядом: шымчы 2, барлык 1
.	матурмы	4	TS	
.	минекендә	4	S	
.	минутың	4	TS	
.	миттелос	4	S	с заглавной 100% · рядом: байосайнстан 2, байосайнс 2, бёрк 1
.	мондарак	4	S	
.	моратка	4	T	
.	моррис	4	S	с заглавной 100% · рядом: брэнтны 1, аңа 1, брэнт 1
.	мыгырдаш	4	S	с заглавной 100% · рядом: иптәше 1, үлгән 1, бәхәсләшмә 1
.	мәеттән	4	S	
.	мөнәсәбәтләрем	4	TS	
.	наданга	4	T	
.	надин	4	S	
.	начарракмы	4	TS	
.	нейрон	4	S	
.	нинни	4	S	с заглавной 100% · рядом: ноннидан 2, әй 1, нонни 1
.	нихәлләрдә	4	S	
.	нишләгәннәрен	4	S	
.	нортон	4	S	с заглавной 100% · рядом: әфәнде 3, дэн 1
.	нәрсәгез	4	T	
.	нәрсәмне	4	S	
.	нәрсәңне	4	S	
.	озатам	4	TS	
.	оксфордта	4	S	с заглавной 100% · рядом: антропологиядән 1, мин 1, тыелганны 1
.	октавиус	4	S	с заглавной 100% · рядом: отто 1, нәрсәгә 1, доктор 1
.	окти	4	S	с заглавной 100% · рядом: сәлам 1, нәрсә 1, китте 1
.	омикрон	4	S	
.	оныткандыр	4	TS	
.	онытмассың	4	TS	
.	онытырмын	4	S	
.	остазын	4	S	
.	очкынлы	4	S	с заглавной 67% · рядом: капитан 2, бармаклар 2, сары 1
